"OBWOD","REJ","N_ADRESY","CLC_area","UA_area","BDOT_area"
"6720001","672000",1,4685.89968758635,3904.52186224816,2645.55880846723
"6720002","672000",4,11182.0134373717,9307.88845596311,6330.19678481358
"6720003","672000",4,8856.99062496929,7524.03682388691,7177.4029488191
"6720101","672010",4,4437.72687499598,3905.70154366596,4412.17662415362
"6720102","672010",4,6438.86718755083,5439.0960897021,3557.48124745372
"6720103","672010",1,2570.91124996543,2364.25032366929,2570.91124996543
"6720104","672010",1,3458.75968748194,3187.68422401045,3026.14007000657
"6720105","672010",2,5195.82812501746,3475.21977323497,3818.96871661604
"6720106","672010",5,17738.7215689114,15018.8145103236,10600.4764685521
"6720107","672010",13,6507.6205550952,19289.8563075394,19786.6405771871
"6720108","672010",4,2492.51243811846,3753.68143482134,3792.36319939654
"6720201","672020",20,22843.374687436,20653.1240135521,17461.613994003
"6720202","672020",20,21440.6421874948,19131.2890553335,18575.0289480186
"6720203","672020",5,5175.04249997437,4404.71792986858,4662.43342687411
"6720204","672020",18,13833.4180824962,16345.7358799558,14162.6783360889
"6720205","672020",21,20349.8712500166,18762.864438018,20348.6011695112
"6720206","672020",5,4485.60125007434,4286.13621555874,4395.46515748113
"6720207","672020",13,16209.5980436327,11516.2702353035,10445.560996828
"6720208","672020",14,9890.12482052669,11197.8729811525,10861.7039867027
"6720301","672030",7,13971.7950000418,13784.3479630202,9496.25191128462
"6720302","672030",2,4171.09249999997,4056.76019465458,4108.83450600662
"6720303","672030",2,3508.44531249232,3441.81574959727,3508.44531249232
"6720304","672030",2,4169.61866642861,4530.18378399266,4536.7115624696
"6720401","672040",12,30066.4527296694,16763.2752514986,7217.23210386359
"6720402","672040",23,20046.8940669434,19170.8024127867,19318.3053826005
"6720403","672040",10,12703.7738361331,11092.2076412964,8444.13855869696
"6720404","672040",11,2494.44600108266,11133.980999522,18028.3264014056
"6720501","672050",70,50474.9275329895,42111.4032416483,35584.5616791764
"6720502","672050",47,89620.77449854,28541.1292539354,29026.6292158448
"6720503","672050",29,29042.4274998736,24564.0546709518,20837.0837736132
"6720504","672050",59,35612.8209375367,29551.9013013723,29034.8955778976
"6720505","672050",38,89843.2867879011,24334.0749854762,19928.4085635855
"6720506","672050",8,10957.4371874873,8845.82527603302,7562.44524172624
"6720601","672060",62,79986.3737501316,35177.3754040399,54466.7263624735
"6720602","672060",74,41702.5344036212,40248.0218920514,43247.4841001935
"6720603","672060",17,19726.8956249803,16900.2869431227,17308.8447361538
"6720604","672060",5,4798.34781252034,2636.57507570181,3181.24863986991
"6720701","672070",75,78999.4393752478,52605.5927580241,45309.2236766632
"6720702","672070",58,111731.095000133,54967.7391408132,39801.6450094238
"6720703","672070",82,49242.5328125022,42742.805172544,43690.4540822258
"6720704","672070",34,22310.8615624607,20015.0593770144,22310.8615624607
"6720705","672070",67,59302.8109375591,43530.2847044112,40935.3797029422
"6720706","672070",49,34890.5859373612,30058.0335873564,29089.5401530521
"6720801","672080",7,22851.8128125854,9574.69806043548,4824.34069879448
"6720802","672080",4,3126.81187497638,2621.81957281684,2403.77099440762
"6720803","672080",7,6164.72468749061,4249.04270989052,4587.94863778166
"6720804","672080",7,12773.3981250226,10671.3509568768,7252.98641701895
"6720805","672080",6,4448.62656251621,4197.46152221039,3898.09828659613
"6720806","672080",5,10670.5515625626,9733.56920303589,5568.84680973331
"6720901","672090",4,3489.88562501501,3157.31031510927,2382.49253226258
"6720902","672090",7,4765.34531253949,4188.21918263449,3273.28233489743
"6720903","672090",1,3467.54281251272,3317.68082576431,2608.87858456711
"6720904","672090",2,4327.63625004888,4269.06994069851,1461.07812776227
"6720905","672090",1,2479.78593750717,1869.02206372747,2479.78593750717
"6720906","672090",4,2988.28812500462,2403.11993656337,2844.83168526139
"6720907","672090",9,25293.3262500148,15364.6719167099,6466.32005778677
"6720908","672090",4,2473.81999993138,2042.05549167015,2266.24728716646
"6721001","672100",7,15028.2084552404,14866.9391265123,5395.91991158796
"6721002","672100",3,6912.16218804044,6791.6014505363,2160.48092624041
"6721003","672100",27,57335.9215625077,26333.0632698664,14346.3294685478
"6721004","672100",6,6193.45187506638,4130.70208996441,3319.75227071857
"6721005","672100",4,86859.2631249065,139.688562396856,200.318298644503
"6721101","672110",12,10621.8218750022,9184.9112064013,9875.22091888023
"6721102","672110",4,4632.08312505111,4333.49328920338,4275.9037527116
"6721103","672110",7,20778.171249968,18674.3597089039,6649.01501553319
"6721104","672110",10,7980.73781253397,7080.96940578254,6591.91968898289
"6721105","672110",1,9760.12562491745,258.910169104347,320.279255245812
"6721201","672120",29,17663.0346874818,15318.6313890964,16807.2753127826
"6721202","672120",4,4366.88249995932,3749.77561377734,4214.94452972687
"6721203","672120",4,3864.7106249854,3839.71032288764,3864.7106249854
"6721204","672120",4,4227.8346874835,4162.01953219995,4227.8346874835
"6721205","672120",4,7830.38406256586,6614.00758326054,6951.0733217696
"6721206","672120",7,8287.39968752116,7645.61725162715,7490.31832872215
"6721207","672120",28,16275.1746876501,14304.1557963551,14660.5422284803
"6721208","672120",2,10629.6556250248,1427.93358501641,942.201467430714
"6721411","672141",17,8053.09939492354,16344.422744629,10346.596290373
"6721413","672141",21,26972.696048144,8201.49052758515,12360.7009827042
"6721414","672141",10,19415.6374999661,4132.92425933131,5167.44607658365
"6721421","672142",14,23272.0490626463,10366.2795595521,3868.1905500041
"6721422","672142",7,6818.63968753815,4542.5050624354,4149.3614288026
"6721423","672142",8,4299.28312496375,3627.40916713048,3713.298849491
"6721424","672142",18,26835.3024997567,21840.5036446592,11846.1766262064
"6721425","672142",9,13175.1937501304,11835.1074271419,11296.153729356
"6721426","672142",8,5989.47593744349,4530.74214685423,3678.00686281499
"6721711","672171",7,30191.5534374993,6654.77422922198,4259.61173934921
"6721712","672171",18,17084.875625096,15798.0593281905,13850.7631944958
"6721713","672171",7,6684.45375000732,6684.45375000732,6559.96036434534
"6721714","672171",10,5596.3643750678,5181.44470474846,4112.27619326422
"6721715","672171",8,10996.4440623682,10306.0719412286,8729.89433497694
"6721716","672171",2,5558.76625004313,5024.72159467451,3219.52322718926
"6721721","672172",5,8242.58437488746,7783.12063614908,5458.35867161013
"6721722","672172",2,6512.9515626058,5877.28345606523,6279.48378738936
"6721723","672172",3,6394.04062511772,5532.68239536695,5777.01636725635
"6721724","672172",21,35640.2687498064,16780.6061646682,12501.6998598209
"6721801","672180",6,7101.42406244671,6209.78174616008,1978.58879998721
"6721802","672180",4,3403.81968749128,3195.5037814863,2677.07638087892
"6721803","672180",3,3271.40343753248,2977.48881442065,2950.38778901871
"6721804","672180",5,4760.13468745723,4566.9075076757,2960.44047845894
"6721805","672180",7,3916.17437500739,3474.63598473312,2645.84052371627
"6721806","672180",9,5370.220937456,4994.96814208478,5076.64396191225
"6721807","672180",9,5032.8384375684,3947.80601061315,3960.57591751614
"6721808","672180",8,8178.99093755463,6438.78180228453,5207.34357040812
"6721901","672190",8,9887.59687486757,9374.93078695619,3402.86410280014
"6721902","672190",7,11988.2293750532,10951.5043429131,2438.43614573299
"6721903","672190",9,11410.4753125291,3862.91886304971,3310.53240585142
"6721904","672190",12,19061.3971875524,17884.5099394846,11831.1646066637
"6721905","672190",4,3148.44749997277,253.425696448423,2155.56645708694
"6722001","672200",9,6315.98312493906,4296.82062880712,3866.87691625673
"6722002","672200",9,6873.31749996915,6241.18554290837,3643.3933282253
"6722003","672200",15,12843.8271875903,11219.4404583142,5456.68238173716
"6722004","672200",10,16348.0296874996,14652.3651051292,2218.54265000438
"6722101","672210",9,6422.62906248111,4192.3208640897,3805.47337656427
"6722102","672210",14,11211.3559375345,10277.7374367245,9305.16419631726
"6722103","672210",13,9767.24031241238,8180.94719927851,8086.28646984237
"6722104","672210",9,10897.3912500162,5626.50342175364,4566.32881284062
"6722105","672210",2,2821.52218751842,2031.95257439697,1858.10604625242
"6722106","672210",3,8598.04250000231,625.928518840112,48.7781750096983
"6722201","672220",12,7433.04275373276,9525.23172784224,9732.43296552845
"6722202","672220",10,9600.55668747518,5692.0552875679,5753.34676361177
"6722204","672220",6,13540.6746086217,13534.7037717104,3711.55930003378
"6722205","672220",6,6689.42499997467,6508.88084670622,6689.42499997467
"6722206","672220",8,6150.9050000119,5520.24609696167,6040.17554281
"6722207","672220",13,11966.9037499651,10584.934989674,11966.9037499651
"6722208","672220",7,9349.0299999509,7476.81586079951,5253.58545407467
"6722401","672240",6,4501.47596926987,6807.80892464239,1473.1710621331
"6722402","672240",7,5218.8709175,5933.495097131,5310.48848846211
"6722403","672240",10,10082.522187544,9412.2249105029,9877.82485458301
"6722404","672240",6,4335.36781250173,3755.81312348251,3273.83763317647
"6722405","672240",11,7805.29000000167,7290.03560085874,4091.34980494285
"6722406","672240",10,6507.74062497541,5871.84908243269,5768.35427790647
"6722407","672240",7,9985.21843754267,8956.09128834151,9985.21843754267
"6722408","672240",15,14187.5596875846,13176.5790203486,12236.3374189967
"6722601","672260",7,4311.17666678884,5310.65221371781,3372.59284758219
"6722602","672260",4,6125.1196874124,5843.39845940378,3838.75603822654
"6722603","672260",5,5595.45593755599,5371.92429860402,5315.16205136245
"6722604","672260",3,3871.88156253484,3738.18497057259,3871.88156253984
"6722605","672260",5,4702.4525000006,4476.71017528139,4702.4525000006
"6722606","672260",7,5022.14593749912,4760.24035670003,5022.14593749912
"6722607","672260",6,5636.39124998264,5355.08717381675,5636.39124998264
"6722608","672260",4,3843.35656240582,3493.59297401644,3843.35656240582
"6722701","672270",4,3477.62062502746,2800.73462201538,3059.79172881898
"6722702","672270",7,6660.56375003792,4966.5466398627,5475.18010189699
"6722703","672270",3,3319.38593747781,3177.98485346511,3319.38593747781
"6722704","672270",5,3661.29968741536,3391.97450718656,3661.29968741536
"6722705","672270",6,5533.90531249344,5322.73905896407,5533.90531249344
"6722706","672270",7,5466.00156250596,4927.42475873232,5466.00156250596
"6722707","672270",4,3407.21999990754,3173.5879301161,3407.21999990754
"6722708","672270",1,1888.38499997556,1620.86112609975,1888.38499997556
"6722901","672290",3,2432.53218754381,1994.98774560727,1946.13065734354
"6722902","672290",6,10785.05125002,9698.41290509608,5982.19065834582
"6722903","672290",9,7176.21750004217,6564.37482853513,7060.86540340027
"6722904","672290",17,26385.9359374479,21402.2072880679,11607.8026650129
"6722905","672290",10,8446.56624999829,7759.37198281102,7228.00834776084
"6722906","672290",5,5358.47749999352,5323.22595128228,4449.18509259308
"6722907","672290",12,17402.5293749587,16635.4144623494,7797.12165704486
"6722908","672290",8,7955.3831249997,6546.2604603201,7053.15361331659
"6723001","672300",5,9005.03749994002,2461.91645865911,2747.66261148814
"6723002","672300",9,9341.56187495217,8969.36350456113,3977.62537972962
"6723003","672300",2,2645.52437500469,2633.55018520774,2147.63300506119
"6723004","672300",5,3744.38750005141,3137.49160291627,2574.86260571238
"6723005","672300",5,3833.05750002712,3380.79119171064,3138.83326469592
"6723006","672300",5,5832.23406248726,5551.54779875418,5052.70938450081
"6723007","672300",7,6015.72781252209,5305.27687633701,5518.0118289104
"6723008","672300",6,6665.87999994401,5381.66866613552,6408.40037294062
"6723101","672310",9,10894.0259374846,10590.0313561559,8659.99781525283
"6723102","672310",4,7529.28000000119,6908.93362368457,2914.20627222583
"6723103","672310",8,10777.9053125232,9305.83715439544,2687.86503613892
"6723104","672310",6,18736.5128125418,3905.78379799031,3316.47549163678
"6723105","672310",8,6875.9762500748,6015.81832828186,3308.3035335592
"6723201","672320",6,8969.09906248376,3730.38752561386,4478.03011302417
"6723202","672320",3,6806.79500006209,5862.33886645919,5571.12533824734
"6723203","672320",6,6005.33187502995,5230.83052936569,5789.11384628659
"6723204","672320",5,3042.48531247973,2232.19667549213,2958.33218498516
"6723205","672320",12,32559.0462499736,16123.1201240681,6833.33596843795
"6723206","672320",8,5403.29031250579,4205.39625455893,4937.91873460486
"6723301","672330",5,5557.81343755126,4761.26491601486,4057.10085362285
"6723302","672330",26,31741.2643748735,20832.4124115858,22089.69758379
"6723303","672330",4,3785.10093748942,3530.69244612753,3785.10093748942
"6723304","672330",4,4621.57062509656,4304.74564996315,4621.57062509656
"6723305","672330",5,4572.77187500242,3878.11004560441,4572.77187500242
"6723306","672330",7,5935.10312507208,5471.00536329648,5304.58267034593
"6723307","672330",7,4509.90749997739,4134.16742468602,4493.6322494001
"6723308","672330",7,13757.8556249868,12837.367518479,12186.5358942448
"6723501","672350",7,4906.29937498458,4171.09183685307,4899.52108238984
"6723502","672350",9,7997.91718754731,6147.827315878,5719.22852949519
"6723503","672350",5,5876.0053124968,5276.47941028618,5041.18909851485
"6723504","672350",4,4331.0381249981,3598.77230983798,3435.62461763424
"6723505","672350",10,43088.1318750756,33299.4556617034,7296.54690607695
"6723701","672370",5,6091.23249999993,5385.13647039072,3333.51726101828
"6723702","672370",5,3030.72874999943,2760.6534795193,2565.86967553198
"6723703","672370",3,2297.90625001024,2192.07354327384,2297.90625001024
"6723704","672370",8,8666.11999999732,6931.53335172004,7962.05279670935
"6723705","672370",11,14556.0268748505,13036.1243713919,6856.05357496586
"6723706","672370",5,7029.41625001654,6760.92459092604,3610.21017507452
"6723707","672370",6,6150.87624999159,4503.96274056379,5098.30367176714
"6723901","672390",3,4472.60687490366,4269.20576335676,4457.49510051648
"6723902","672390",5,4933.71125011519,4585.41306859627,4919.62961905081
"6723903","672390",16,13400.817187502,12920.2503752472,10018.9060531841
"6723904","672390",7,13019.4287500354,8591.69847963704,3896.07400713151
"6723905","672390",7,10068.8918750242,9200.49199002562,4098.09133867601
"6723906","672390",4,2678.23874999955,1991.64242065977,1441.26330403332
"6723907","672390",2,2906.91031249799,150.038947852328,2197.1429819999
"6723908","672390",3,3623.50187496119,113.212236618856,11.3648861417332
"6723909","672390",2,19130.3999998933,1645.40785230784,192.576743270736
"6724001","672400",33,96133.7393750069,8598.37541756965,20719.6427269358
"6724002","672400",3,4623.49312500813,4286.2066093022,4467.03267968548
"6724003","672400",8,15140.8790625408,13878.5786547393,2679.94249696867
"6724004","672400",7,9795.16875000019,9175.29642714374,4346.24840000109
"6724005","672400",8,6328.55406256201,5818.69561144081,2465.37512839423
"6724101","672410",8,10618.1653125326,9924.08204734628,4157.94647369348
"6724102","672410",5,23388.4559375476,18436.0899307029,2780.7156702127
"6724103","672410",3,3574.31187497731,3177.88142383331,2429.47110609245
"6724201","672420",17,7.22099132550647,8120.02716618031,3934.29954999988
"6724402","672440",17,104836.074358285,60249.3876490596,58365.7546432009
"6724602","672460",55,40752.2332036421,52122.7367459044,46257.8900448814
"6724701","672470",22,74534.4955254998,12152.3469138621,58742.9401270516
"6724801","672480",41,27560.8588585844,22128.7218846253,11017.4615000016
"6724802","672480",40,61416.284374902,47331.1083849259,23602.9347499908
"6724901","672490",24,95743.3859122635,13288.3202503262,19099.8212735343
"6725101","672510",21,48486.5450337902,20348.4331396747,14027.4144853837
"6725201","672520",28,40633.3374999817,32120.7641852635,18279.9989672744
"6725202","672520",11,10102.8009375427,9397.44579281751,7308.46142674375
"6725203","672520",11,17250.9415623993,9315.79321619123,6429.9969993641
"6725204","672520",8,9175.48281243816,8459.77779988293,7092.65061956015
"6725205","672520",15,10010.277937317,10100.5214234997,8094.44434473559
"6725206","672520",6,7997.19406251051,7210.27017882175,7691.40014299389
"6725208","672520",7,10914.2656249963,9748.93496693438,3832.11336257862
"6725301","672530",10,11196.834624053,6125.83163047838,8706.90593543828
"6725302","672530",7,24301.183267653,10349.3581317924,3786.16018887893
"6725303","672530",9,4285.59805539376,30908.7111314421,15480.4739865058
"6725304","672530",13,22271.3539652419,22575.0057053724,10841.1789000062
"6725305","672530",18,82834.7370107011,21927.4128657999,8953.73860157729
"6725306","672530",10,11773.1718750293,10664.2538938513,8477.80372552946
"6725401","672540",20,81891.9357125936,18157.7231080535,27191.3777093053
"6725402","672540",2,4737.30843744054,3583.49815610232,3144.01798300268
"6725403","672540",2,7589.96312502073,5032.73259484358,2717.34007589554
"6725404","672540",4,4667.49843754107,3481.53919787402,4048.72265541973
"6725405","672540",4,59929.1187500427,4570.83086575568,301.263584415428
"6725501","672550",36,152407.850312565,1.03161480452036,6712.39057896967
"6725601","672560",18,131898.669062342,8707.78792086121,9808.8352962093
"6725602","672560",11,27310.9246874712,9322.31553407694,9906.25134870794
"6725603","672560",47,215786.251103491,4254.41722334153,14776.1294867253
"6725701","672570",34,205177.988473888,108731.656782489,2219.10861592239
"6725702","672570",4,28017.1297892258,38350.8444545413,637.233817852364
"6725801","672580",10,78425.1006248591,36361.4938488401,6879.34441319475
"6725802","672580",7,7133.29906249419,6522.27170677726,5200.9450253555
"6725803","672580",5,4652.29906252772,4177.47884262865,3541.62259671965
"6725804","672580",5,7908.55156239495,7890.78121215233,2621.72320009186
"6725805","672580",12,7486.72156244097,5963.11043045559,3897.12095727772
"6725806","672580",13,12609.9606249388,8368.0940243048,5678.08284152779
"6725807","672580",2,7884.60218762443,5690.48722711984,1537.62429999968
"6725808","672580",5,31701.8403126271,19129.9664714581,1786.78654990473
"6725901","672590",18,63433.9559374982,12819.9820865476,8774.2024194866
"6725902","672590",1,11422.9312500467,6678.14582367433,103.230948975164
"6725903","672590",4,12856.9678125547,7191.12723550336,1581.48665376729
"6726001","672600",5,21317.13187504,7910.90314159519,7662.23276848957
"6726002","672600",1,3509.98000002839,1643.74747674819,3509.98000002839
"6726003","672600",1,2274.50124999322,1838.3598702485,2274.50124999322
"6726004","672600",2,6357.72968742019,4778.22176687274,5195.96537357196
"6726005","672600",8,6878.87250001542,4776.32696649713,6794.81719678879
"6726006","672600",6,9668.77250000741,8829.33107019187,6581.98199168019
"6726007","672600",8,11019.2899999907,9513.44764052678,6691.15536897558
"6726008","672600",17,75629.8812500313,23166.7544263575,18801.2052586322
"6726009","672600",7,12625.8118750248,10971.7464729476,5797.18318475131
"6726101","672610",13,84419.6867412049,980.676739949733,98.2254966302426
"6726102","672610",35,105930.475145938,16676.7720851782,24409.8975346058
"6726103","672610",47,72855.6974999979,46037.0280128648,39269.5532659341
"6726201","672620",7,95938.052201692,566.256693541072,3451.72208307344
"6726301","672630",113,116938.798125014,48405.2742273089,51141.6740645697
"6726302","672630",27,14625.0834374893,13122.8785671545,14625.0834374893
"6726303","672630",33,22798.6299999999,17225.4574011975,18717.074339831
"6726304","672630",12,6207.31812506239,5865.96545472007,6207.31812506239
"6726401","672640",94,159855.437702164,35910.3642515235,37455.6990419874
"6726402","672640",41,21775.3593750068,18909.0191245608,21637.0672721164
"6726403","672640",34,20071.6431249101,17759.6715437658,19936.2072262387
"6726404","672640",32,17039.177187359,15954.0700286347,16257.6782537289
"6726405","672640",33,22592.3199999569,17285.0684120087,17187.8800681336
"6726501","672650",31,370568.40731161,23947.6344283103,38252.3030171574
"6726503","672650",11,9105.34275298653,7616.86681195644,9117.94896757603
"6726504","672650",10,7639.44994469875,6676.73795558809,6930.12730747205
"6726505","672650",5,7982.02093750285,6628.6851732441,6224.8841171565
"6726601","672660",4,2606.16406253353,2429.76241898502,2385.51428722555
"6726602","672660",4,6038.79562501982,4275.99748054984,5920.53531431447
"6726603","672660",2,4750.31343743112,3014.99702623533,3050.50383463828
"6726604","672660",2,8641.87187497597,2649.08814124033,4066.07055224462
"6726605","672660",6,5234.87968745688,4555.11281460007,4825.72984907124
"6726606","672660",7,5608.00187505782,4819.39932212466,5225.66646280501
"6726607","672660",5,7437.93437501043,5979.97487963417,4284.31552501151
"6726608","672660",8,17788.5268748975,14454.0233627961,5952.29166272294
"6726609","672660",7,3404.58187503763,3260.2021750058,3397.57916947128
"6726701","672670",6,93232.6059228616,5445.74088902815,3563.97445862985
"6726702","672670",1,10479.0606139973,343.572943882085,2175.98574372087
"6726703","672670",2,26291.9832401663,6152.12969446303,5651.56745436182
"6726704","672670",2,13439.8162500846,5181.24589492055,7068.49624753185
"6726705","672670",5,25245.7262499807,9617.70832402047,13334.1535021549
"6726706","672670",3,7531.70781250863,4202.69523121795,2646.39794915594
"6726707","672670",5,35328.3443751326,6761.1257498432,4796.8747719021
"6726801","672680",51,34160.9521874227,29500.8906179043,32951.8456906764
"6726802","672680",51,50020.4174998858,30664.2734504945,33455.858513131
"6726803","672680",27,17644.4337499749,12890.6425475172,13871.4843404411
"6726804","672680",22,17824.8515624523,13316.9138595804,10985.7034689156
"6726901","672690",35,32392.85593771,20292.0189237435,19776.090211266
"6726902","672690",39,24258.1356248632,21214.9991760179,22860.5924653833
"6726903","672690",51,30049.3950001241,20217.0025423662,19899.4219607842
"6726904","672690",51,23276.6018749626,19865.4455806398,23276.6018749626
"6726905","672690",103,44036.8774999157,37432.8239595725,41223.3729777176
"6726906","672690",72,58233.2421510629,32085.232033666,32897.6368226876
"6727001","672700",75,62023.6478125015,52501.4966237283,53198.3375595746
"6727002","672700",83,63703.3169763099,59775.1843708542,62630.7790008152
"6727101","672710",58,30251.707187511,26617.3636914955,29455.241411041
"6727102","672710",71,46274.7484376825,40816.6102430327,44770.8791547909
"6727103","672710",40,20918.4011808066,21008.227996581,23287.7105998077
"6727201","672720",73,46980.4318922386,44076.5228989915,44186.4606312393
"6727202","672720",69,54201.2094888305,49792.2995249783,49327.8074706336
"6727203","672720",78,46620.2368732441,33614.1780880302,38661.4016529598
"6727301","672730",10,16100.2423148644,100116.51179993,8825.13740909376
"6727501","672750",166,169865.22754592,103655.500746872,101276.401959599
"6727701","672770",6,9079.4096344962,10542.0784852503,8074.49016604303
"6727801","672780",33,34621.8054557629,31080.3858617867,33700.6809150206
"6727802","672780",43,62604.7693273361,49689.4310071805,34715.4122847508
"6727901","672790",89,89364.0082235364,82337.8082071985,73759.3907250835
"6727902","672790",64,58172.8792947422,60868.6902579712,57909.4546697269
"6728101","672810",3,14671.0659455092,746.54657025903,258.444859502488
"6728201","672820",36,13038.3614690811,84339.4900042002,33708.1902537558
"6728301","672830",90,150942.83099384,112290.828703617,88192.9206958863
"6728401","672840",42,48139.4707601843,37639.6754609867,39167.9539166406
"6728402","672840",5,10275.3388799324,8154.38419003005,9778.12175828689
"6728403","672840",34,23816.5305952821,23013.8346684482,19212.5263798345
"6728501","672850",45,45509.4079996529,26854.1588947582,27161.0541973405
"6728502","672850",82,64276.4993695281,63640.0776464829,54337.7928978537
"6728503","672850",41,48542.6762466121,31892.0678564636,36508.8997975537
"6728701","672870",14,3385.46751746163,9577.78290998732,6069.5100584873
"6728702","672870",12,141822.857282931,8490.6054818278,6895.73226198554
"6728703","672870",17,139.944554520145,10180.6036605158,9640.41636326094
"6728704","672870",34,220.01652574772,10688.818890204,10416.3544984013
"6728801","672880",11,135759.466249278,16452.9366420147,16856.7726492942
"6728901","672890",108,45997.4445030913,43729.0118095947,43598.915507499
"6728902","672890",100,61523.7996876022,44644.633572982,42515.4332178887
"6728903","672890",81,14275.2016503373,32355.0286340105,29190.8444523423
"6729001","672900",6,15842.8893405075,48522.862117971,18059.2226508288
"6729101","672910",12,48832.0719567174,18346.952401379,17266.0657406409
"6729201","672920",122,87832.9681250751,78439.6451077517,82599.4641404374
"6729202","672920",137,76162.6230176073,68978.075819612,70909.7925117962
"6729203","672920",9,13038.374531379,11837.3874203898,9723.18840446195
"6729301","672930",107,70839.5925569911,62283.2996842292,61655.8492519834
"6729302","672930",20,6993.48250005394,5845.80060950667,6705.41547463475
"6729401","672940",67,26010.6493472308,15047.8607341102,28009.6857888456
"6729501","672950",6,7596.44125152333,1214.57447206788,3982.4885651927
"6729901","672990",46,13124.8391256966,32967.3949482354,47863.2623946627
"6729902","672990",23,16043.0598517004,4471.33097106963,52690.064614969
"6729903","672990",5,4945.19524252601,10223.3222875446,9184.79428143054
"6730001","673000",119,5006.15533497743,85126.304469215,82162.6414041337
"6730101","673010",16,238865.211610481,14613.1875924382,11913.014087241
"6730201","673020",10,93003.6875001425,13718.9464898976,17.2925803631078
"6730202","673020",2,20338.1084374692,18372.9753977516,524.768286614213
"6730401","673040",9,24779.1069985516,21312.4528678712,9237.12264173495
"6730402","673040",1,7356.58593746345,1047.69698053108,42.8384397354021
"6730403","673040",10,2366.99219158292,13110.3405402321,13245.8497411974
"6730602","673060",1,15639.833827896,119.977827187453,133.7668948262
"6730604","673060",10,37175.5011187177,803.038333549164,5065.23005592101
"6730605","673060",28,70741.4225000022,32023.8104965631,15135.8463968422
"6730701","673070",3,9995.71218749601,9165.94705115142,4284.08637951729
"6730702","673070",3,9868.32656246424,8353.72703532572,4612.58746282582
"6730703","673070",3,8212.41843753029,7410.88727802772,4192.78845371531
"6730704","673070",4,10748.2665625144,8217.43727178732,3439.10047636536
"6730705","673070",2,4560.93249999918,4466.61843204871,3295.87346610043
"6730706","673070",2,4558.56812496856,3832.3439318883,3365.67465907196
"6730801","673080",12,28376.2146876082,15028.1068740976,8719.98699416016
"6730802","673080",73,87995.4648296782,36273.624439749,115100.375735338
"6730803","673080",24,58057.2962500677,23772.0202870897,41524.8558907874
"6730804","673080",20,33183.6495007155,12606.2519347396,19352.8267725289
"6730911","673091",3,300.973255830351,6842.83414249308,4018.89348981302
"6730913","673091",6,2604.35916198231,11467.5688571506,8555.41382496222
"6730915","673091",4,2998.18800442154,9010.23868885117,7870.14170094021
"6730924","673092",24,49557.1935402881,38077.8165584454,24785.6355386309
"6731011","673101",10,15622.3028125111,14278.4869350998,4701.58789008355
"6731012","673101",5,25248.4665624537,3083.73736302526,6091.37688138091
"6731013","673101",11,27820.4750000639,16447.3895072193,3749.06933841575
"6731014","673101",12,31858.2562499559,23901.72613391,13999.6805723075
"6731021","673102",11,63580.8234374411,16271.6829936514,7610.25491089746
"6731022","673102",5,68073.284374984,15615.6889370074,2117.82722352864
"6731023","673102",11,22187.3371874765,21213.2149919082,7933.96747652577
"6731024","673102",1,7815.46375004388,5669.90306054428,2930.94606317906
"6731025","673102",1,7698.63093736675,6003.73514420248,2873.57362566236
"6731026","673102",1,15773.8553125784,14127.352046885,2126.13805019599
"6731031","673103",10,18952.8546874374,18029.1379486358,10049.6102538833
"6731041","673104",16,236181.226673688,19203.0105361618,17293.3017085607
"6731042","673104",10,12029.9568749582,8881.5955401416,7781.22806775791
"6731043","673104",10,10022.4018750219,8751.80972836562,6254.26741922647
"6731044","673104",18,21126.6003125124,18863.7335496861,11503.71453755
"6731045","673104",10,14539.9396874346,12928.9469762556,8657.16564688225
"6731051","673105",5,43168.3765624929,18102.8020354513,2544.2141283789
"6731052","673105",1,15339.7006250862,13768.7352316231,6627.8870074579
"6731053","673105",1,7644.84218746517,6235.16336333938,3204.19910441444
"6731054","673105",6,4668.24406256387,4514.73220385984,3641.40280414082
"6731055","673105",3,24334.979062289,149.056432362646,6664.16156837082
"6731111","673111",14,66207.1618752405,15261.3651771608,12289.238552259
"6731112","673111",10,14964.546250025,13151.0967095364,7015.6379477547
"6731113","673111",4,6248.94375001639,4731.9298180968,4772.9428203209
"6731114","673111",42,61609.3818749341,35335.9852405302,19791.2491666578
"6731115","673111",91,97545.4246874191,70961.1866676759,65019.7387412587
"6731116","673111",8,21769.2087499872,20214.055459843,7091.81862215046
"6731121","673112",18,67758.135312506,44031.9114691229,12387.4166775062
"6731201","673120",8,16961.3515624721,13115.1667417474,5413.30227639829
"6731202","673120",2,5051.99750006676,4050.09760092758,3566.96808075203
"6731203","673120",4,12856.3287499882,10069.4483965997,4900.87097388692
"6731301","673130",1,27782.1284374297,19288.3540438951,2370.0376139828
"6731302","673130",2,7223.4478125337,6625.58755437471,2465.93844946846
"6731401","673140",2,8725.06781249074,3665.45487410529,2949.49135658531
"6731402","673140",2,12437.2371875122,8079.86635036394,3751.33155367686
"6731403","673140",2,5272.36093750235,4753.52405824361,2521.60891371616
"6731404","673140",3,15557.2634372301,9216.502119618,3256.15532691634
"6731501","673150",8,27418.6454367861,16187.8007080753,6452.63593433816
