"OBWOD","REJ","N_ADRESY","CLC_area","UA_area","BDOT_area"
"6744076","674407",1,11202.5384374838,10049.4348058059,7432.86535379651
"6744077","674407",1,10980.6521874219,9699.6199759697,5679.09306296585
"6744078","674407",3,45760.0015625954,11221.2070725014,4917.41507058799
"6744081","674408",4,12637.1956250095,4927.63513193157,5401.97823684942
"6744082","674408",4,17640.3646875978,11414.3465885308,9411.14072778427
"6744083","674408",8,32148.4731249455,25640.7895810679,22050.674497814
"6744084","674408",14,36133.8978125174,12538.2425152329,11765.4514190454
"6744085","674408",4,21428.2968750317,1746.9446394667,6498.50123379566
"6744086","674408",2,5671.58749994542,3370.13427265314,3812.98424087325
"6744091","674409",3,26176.5643749014,15055.3612865387,3194.00772146825
"6744092","674409",1,6785.70187499933,5863.28911231691,3236.31815451942
"6744101","674410",3,24899.7403125823,10928.8065850532,9233.39041774627
"6744102","674410",1,33092.1956249615,16206.2881569627,3584.7161930942
"6744103","674410",3,10967.9390624908,9381.80696053086,8073.8701083152
"6744104","674410",5,17590.5268749983,3479.11044832988,5387.0374837023
"6744105","674410",2,8964.55999991483,7375.04324544972,3257.08794348815
"6744106","674410",2,9826.75843752548,7969.34752205781,2591.26039993489
"6744401","674440",27,49555.7286813343,43694.6409654045,35400.4769239935
"6744501","674450",25,33954.4851645832,31912.2232198608,30688.6977462551
"6744502","674450",55,58370.5605696663,21333.870199133,20682.1139401078
"6744503","674450",12,20297.9687191975,18786.343023736,16357.8401961673
"6744504","674450",78,37627.9299999401,33298.5757388328,37588.329305756
"6744505","674450",36,32739.5412814775,14942.9357232329,21340.564182301
"6744601","674460",8,33906.1615211661,20012.119444209,7384.27518335575
"6744602","674460",8,37828.666340596,27652.825991581,10815.0927092156
"6744603","674460",18,22101.5911007652,20578.1142151201,12433.3913266221
"6744901","674490",2,86176.6013287548,19744.1668487438,13041.1708364784
"6744902","674490",2,10575.9743751539,8904.53836393397,4824.04027209516
"6744903","674490",1,14864.2473975294,11578.0687420217,5725.50316937399
"6744904","674490",1,11308.8128124913,8711.10127866812,8837.23145744277
"6744905","674490",1,2576.66125004948,2077.55065276139,2576.66125004948
"6745001","674500",19,46551.7471876321,34074.9307485224,22295.9402651206
"6745002","674500",20,13015.7737500966,12675.3719102554,12370.0428535908
"6745003","674500",45,71219.5121874418,61316.6789154498,47762.3466598847
"6745004","674500",4,12253.9631249495,10809.7022880663,9368.4551667308
"6745005","674500",5,19580.9703124948,18287.8686769193,10065.6411806378
"6745006","674500",23,39370.4312501177,17983.7513577394,33173.9230109045
"6745101","674510",41,93100.3471150582,48991.0687949416,27604.8928024413
"6745102","674510",59,65946.9063750377,61679.253611604,52827.8320125431
"6745103","674510",51,81388.6081247777,63592.4423942109,44410.745504364
"6745201","674520",16,43949.438823848,26106.3679980881,20140.2705434915
"6745301","674530",73,104998.450000025,47746.9018610644,50865.1726136873
"6745411","674541",3,4736.2243749965,4554.9338688823,3814.37499873061
"6745412","674541",2,15720.0924999155,13140.9390883985,8276.28545719088
"6745413","674541",6,42572.9884375111,8519.30824222323,6084.93213078566
"6745414","674541",12,13992.452812545,12429.5133401067,6697.29073722102
"6745421","674542",2,25214.0540623609,12216.7695601938,8881.72960009349
"6745422","674542",2,33835.5509373816,15605.039153448,4290.72184890909
"6745423","674542",1,8134.4090626142,7912.18952688936,7856.89913893887
"6745424","674542",1,7138.34062503651,5956.2243329528,6941.06079862488
"6745425","674542",2,7814.82000004128,6473.58220560121,2950.80701272609
"6745501","674550",33,132823.501562461,27824.4158118954,20053.2160972416
"6745502","674550",30,39330.4850000367,35200.3338919512,24740.5903740175
"6745601","674560",96,66975.9637498378,55897.253201363,60294.8042888179
"6745602","674560",146,94482.6055961344,92835.3767583676,91718.3937030596
"6745603","674560",47,17904.8012500112,15889.8072741609,17885.6178519471
"6745701","674570",108,80479.1012500189,65643.3623271394,62463.8473788818
"6745702","674570",123,81146.5043750359,73606.2777535426,73960.1032604839
"6745703","674570",9,8022.63562501594,7227.28758681566,5407.19170249358
"6745704","674570",6,5093.03593743965,4073.44646673129,5061.91890264984
"6745705","674570",6,5552.54937504977,4971.97050842002,5068.95705538915
"6745706","674570",6,4622.57406245917,4546.74461457145,4306.97322145754
"6745707","674570",6,4647.76187502965,4268.58692535828,4647.76187502965
"6745708","674570",7,28963.389375018,12796.5456432342,5541.77342797691
"6745801","674580",36,53016.1509374771,30104.6207471611,10808.7021389039
"6745802","674580",39,47134.6637501778,38461.9514536032,23335.8217071623
"6745803","674580",16,13540.8128124797,13032.3777789279,12012.6421694318
"6745804","674580",12,14318.8546875012,12329.1774833617,14171.7941094952
"6745805","674580",5,18827.2787499244,15604.3608003701,11871.8062223445
"6745901","674590",129,299784.993068393,33302.9695939571,229143.771087958
"6746001","674600",24,156530.5110742,15354.0071936338,12640.5880443921
"6746002","674600",1,5691.13624999672,5030.5063925763,1917.4354552665
"6746003","674600",1,4971.06093747448,4512.90323636332,2201.34188761306
"6746201","674620",27,41537.0115603991,32060.9068654425,15247.5939100112
"6746202","674620",39,32048.8104811036,40212.1891904006,23781.0589548545
"6746301","674630",2,3019.81270548282,5666.57098795705,2856.17360574234
"6746302","674630",116,58631.2857729103,70503.3037422831,61642.442412362
"6746303","674630",14,28022.4862499542,12306.2425798556,8695.50760722923
"6746304","674630",6,4131.67406245321,4080.30226890859,3756.58884319771
"6746401","674640",24,115929.231837788,68487.2116766708,9088.69723265233
"6746501","674650",111,41214.914356675,36002.8612888791,39024.8215123959
"6746502","674650",104,70301.1581640861,43795.0669219836,39759.5528691566
"6746601","674660",125,156608.204999315,87069.4075130842,95169.0850217211
"6746701","674670",245,281768.007608,156318.847670241,149829.090629161
"6746801","674680",86,92012.902187505,78749.871014143,73277.8757557555
"6746802","674680",8,59623.4453392487,10152.5977524035,10746.2982133559
"6747601","674760",136,59140.7165899267,45883.8054944975,48271.695019456
"6747602","674760",69,51642.4269230291,110896.679156809,34013.0724587943
"6747801","674780",71,70246.0953126848,38436.4802944161,42860.1545419705
"6747901","674790",57,59267.437812553,53005.3887302076,45208.7896701684
"6747902","674790",28,108753.867500041,32618.9737267444,16903.678556392
"6747903","674790",50,44483.6384375766,41017.6072248856,37298.7537383756
"6748001","674800",2,36107.2615623729,15569.9288109234,3138.81119067257
"6748002","674800",1,26552.2368749911,11085.4995512107,3754.03059097659
"6748101","674810",2,35093.2706250691,14048.4394315387,3456.8734789642
"6748102","674810",1,5135.13374999308,4286.9396716645,5131.62012323565
"6748201","674820",1,10454.6421875062,8583.36855007043,9157.18946183566
"6748202","674820",2,20654.0475440851,6703.49900822341,4124.74826748762
"6748203","674820",3,32430.1149999984,13198.060798021,9921.60463009158
"6748301","674830",1,14029.9071875971,10323.1228981944,7289.40706564742
"6748302","674830",1,6118.27312500344,5973.30761724487,6070.7805998456
"6748303","674830",1,4963.43812498217,4375.68599418493,4729.14935166202
"6748304","674830",1,11005.6950000469,5995.70124590985,6925.94112184233
"6748305","674830",9,45538.8390624967,19585.0493521887,25431.6422344694
"6748401","674840",1,16309.7675000298,12049.0746644735,13069.7938309426
"6748402","674840",2,36911.075278528,6284.52304642723,3822.84615923092
"6748403","674840",1,9777.61874983832,9172.21487756754,9770.06454368308
"6748501","674850",2,23902.4400000224,6375.76285557821,7623.90187334537
"6748502","674850",1,8154.85031250864,4093.32625066083,4182.18851402751
"6748503","674850",1,6272.44749996811,4913.06572303944,6123.24962960376
"6748504","674850",1,9530.86875010282,4274.13381969556,6018.07665016223
"6748601","674860",1,17306.308427498,5732.16954758449,3959.20999224225
"6748602","674860",3,19808.3706328308,3072.85344532173,2854.23956792091
"6748603","674860",1,60250.0176127344,5831.33958428609,3115.56851328317
"6748701","674870",2,50147.939999959,10409.9035364507,16020.9446483758
"6748702","674870",1,13031.4321875535,5327.13875354697,6046.14689940657
"6748703","674870",1,28641.2328124166,11888.3572596721,3067.68421123618
"6748801","674880",2,7750.49343752116,4288.97844778543,4848.47707443797
"6748802","674880",1,7331.17625001818,5157.39804735035,5386.43557717605
"6748901","674890",1,4467.47093748189,3753.69908461608,4158.95171089176
"6748902","674890",1,15227.4353126225,12141.8249466951,8414.9067711113
"6748903","674890",3,16911.0668749987,5059.3907622275,8258.18524000444
"6749001","674900",3,45842.6337498974,5897.96332535148,4685.31796003206
"6749002","674900",1,11351.3359374438,4461.15773672331,5557.65257225744
"6749003","674900",1,6420.59187505364,5379.05865461446,6095.67293001036
"6749101","674910",4,62375.5494300723,3975.4339260296,3836.32298538953
"6749102","674910",1,14673.2841337197,5083.14694723292,2231.5200516723
"6749103","674910",1,8002.99656247784,7760.86220632773,2915.5775558179
"6749104","674910",1,6958.62781247537,6178.29128235229,4257.88960305155
"6749105","674910",1,9120.8868750222,8263.70760174794,3969.33644743275
"6749201","674920",1,9771.05406251017,8079.13863138803,3418.81300216843
"6749202","674920",1,8252.44375000606,6956.66027712717,3400.41049700348
"6749203","674920",3,21036.5625000833,3842.58824385956,4921.46239065379
"6749204","674920",10,22526.4478127211,11790.1385334106,2926.99713057679
"6749301","674930",1,7200.81906248815,7162.28037824802,2354.78761638943
"6749302","674930",1,9103.90812502988,6900.76146111348,4351.01458101839
"6749303","674930",1,10998.7703125515,10830.4993314364,1514.89966268471
"6749304","674930",1,4212.90062502027,3970.89479732886,3955.23038280208
"6749401","674940",1,5824.99968758505,4950.69547320919,3480.80848146028
"6749402","674940",2,17122.0134373549,7777.91592239379,4599.33382882594
"6749403","674940",1,20420.8790623939,11303.1558982583,5169.3605976633
"6749404","674940",2,21361.5262499899,11178.933530188,4668.81694400654
"6749501","674950",21,190331.15343768,12867.6038074718,36825.3842126557
"6749611","674961",4,50045.4265623819,18911.9342239089,66.2043953939574
"6749612","674961",1,7762.86812505405,6342.55534430167,7744.78898181324
"6749613","674961",1,9741.18312494116,7373.85136301977,5711.57362384962
"6749614","674961",1,14878.1121874978,13949.332074111,9601.22025349161
"6749615","674961",2,18336.486874951,11001.7100414737,8496.2545580366
"6749616","674961",94,89563.3175001802,63009.8644267121,57251.1767219238
"6749621","674962",6,178542.290625205,9455.08556028403,7537.13338869921
"6749622","674962",1,8107.94625002611,7432.53325970063,7072.14036397677
"6749623","674962",2,23750.1878122971,6580.8133726446,6435.68936296087
"6749624","674962",1,5874.3168749779,4876.00359954545,5634.08055549595
"6749701","674970",3,16108.4212498814,8218.14783797029,6272.69939607249
"6749702","674970",1,16865.4671876542,7392.03489816072,5735.35515414501
"6749703","674970",4,15620.9403125234,9113.61095416918,8684.91470324635
"6749704","674970",1,17305.0037499741,6621.63901745866,2394.29680391499
"6749705","674970",1,21322.7496873797,7493.847362787,4509.08339547832
"6749706","674970",7,28888.1515625771,13170.3609833942,4257.23510306026
"6749707","674970",4,30234.3918750081,6517.49109866677,3928.95615096606
"6749801","674980",1,11893.9334374715,9963.40072035878,7819.53362928797
"6749802","674980",1,7668.18374999985,7041.31917949147,7668.18374999985
"6749803","674980",1,25935.4550000932,15914.6667952664,8854.0634045765
"6749804","674980",1,6272.2806249971,5515.77302800957,6272.2806249971
"6749805","674980",1,17773.0978125571,7430.51451918017,5462.06740767142
"6749806","674980",3,50042.4968749806,5900.84601625883,4234.44339880799
"6749901","674990",2,39909.8193748556,21858.9593577689,10568.752103355
"6749902","674990",2,13352.8328125062,2771.26523178071,3244.37433282472
"6750001","675000",1,8990.76437493786,6104.43778259345,3474.82096192095
"6750002","675000",1,9049.76437498367,5715.11204196792,2309.72228022386
"6750003","675000",1,6920.63968749437,4949.77497113729,5639.40705936024
"6750004","675000",1,4383.08343754257,3596.86667378079,2879.8607833609
"6750101","675010",2,44853.1290625148,5807.51819357149,5809.52942137636
"6750102","675010",1,17684.1353124809,12584.4885012396,5646.32129125914
"6750103","675010",16,34608.3956248835,19863.3313375346,16458.4892328451
"6750201","675020",1,11365.0115624219,8109.56313127016,5027.02600902971
"6750202","675020",1,8624.31062491983,6599.27432977315,3942.57600664004
"6750203","675020",1,15312.4903125027,3167.81325972436,7382.32361294319
"6750204","675020",1,6459.55156252906,4272.47444288255,2421.89015492464
"6750205","675020",1,10520.2868749052,7570.33184756855,5546.17216972478
"6750206","675020",3,15945.4959375495,3506.12329669925,2161.19834985398
"6750301","675030",59,32538.8374998793,28804.3756847777,32309.0577393174
"6750302","675030",70,36861.4103125036,31358.0282636556,30575.6103991357
"6750303","675030",1,6741.35093751922,5647.75152159077,5553.2566209482
"6750304","675030",1,6301.51781253703,5194.81744383462,5332.08324664974
"6750305","675030",2,11150.721249951,9351.6438749833,4234.46753821301
"6750306","675030",1,2469.04937501624,2391.8638375647,2328.78784946573
"6750307","675030",3,32767.3906250857,24563.3375222443,9796.37078901439
"6750401","675040",41,279113.807331942,19901.0747378068,41355.6805500046
"6750501","675050",8,98083.9356249273,8397.56087935159,8500.17132998927
"6750502","675050",8,96110.3156251013,7250.05938186542,8096.36653193668
"6750503","675050",4,10236.347500054,7540.75849746726,5333.52575547586
"6750601","675060",2,4364.70187501395,3569.63019399764,3253.58380438903
"6750602","675060",1,22341.3940626741,16686.5998719002,14120.5675965133
"6750603","675060",1,11438.4087500158,6857.52971881393,6716.48393851524
"6750604","675060",32,27431.2337499,23842.7739652516,23372.9880972148
"6750605","675060",1,5967.74249997735,4351.5991461433,3556.3864607595
"6750606","675060",5,26236.964687448,4938.26701810583,15718.8725087258
"6750701","675070",1,4333.11062497739,4333.11062497739,4292.87295594838
"6750702","675070",1,24394.4990623842,14783.7737244507,6299.24799303734
"6750703","675070",1,11500.7859374844,10644.6313821329,10501.6649906943
"6750704","675070",1,6758.96375004947,4841.44528801367,5321.92461997643
"6750801","675080",1,3784.41781251878,2800.26039565727,3151.07881055214
"6750802","675080",4,47367.659999874,12255.8927446662,4288.82883374115
"6750803","675080",6,22559.2771874839,21801.9894595177,11795.1460667109
"6750804","675080",10,22980.2781249203,15244.450823502,9474.3387768689
"6750805","675080",5,28262.7400001325,17778.62459481,10771.759818946
"6750901","675090",9,61865.7290624231,9386.22750745187,5243.34708055924
"6750902","675090",2,20762.4299999129,3264.33767195052,1034.26216944214
"6751001","675100",4,42308.8190624109,29722.4052549053,14525.6844005483
"6751002","675100",1,8072.51062513143,7869.33708435623,7160.4905704977
"6751111","675111",1,4380.28781254403,3266.9768222713,3603.48107666476
"6751112","675111",3,22897.4381248569,7884.74191676645,4806.99550123551
"6751113","675111",2,21814.1343749699,8856.8652787947,12973.203548152
"6751121","675112",1,38190.3781247586,17513.0880969469,8504.05459553192
"6751122","675112",1,42524.4887501821,22390.2075719819,10284.3211315006
"6751123","675112",9,36732.8087501097,5689.53935650055,2198.74003653883
"6751201","675120",1,12471.0990624782,11043.8964792549,10295.0136970212
"6751202","675120",2,18240.3237498759,16662.2489491926,5259.63115056581
"6751203","675120",2,6147.13718761317,6055.78847170132,2697.41229895497
"6751204","675120",1,24057.4625000749,15542.5632772091,10018.1580018441
"6751301","675130",1,7160.73406249937,6571.79138726442,4291.05582982639
"6751302","675130",3,12302.6665626466,11013.9139773091,2422.26314110821
"6751401","675140",8,50618.844999955,30748.7821062446,17831.2735811668
"6751501","675150",52,25018.2828124086,23024.9669519292,20969.3568536891
"6751502","675150",3,12668.0975001156,11591.6425662563,6293.37029052274
"6751503","675150",1,9671.14937501773,8985.5138126302,5099.39218539372
"6751504","675150",74,51493.5162498937,45809.0623660834,39391.8529570741
"6751505","675150",90,53402.367499915,47682.9692384542,48390.7102485948
"6751506","675150",22,47419.3759375643,7519.54159203911,10404.4670461434
"6751507","675150",18,21484.2993749939,9984.14061719133,11235.399206941
"6751601","675160",2,22243.3603125289,18222.7453003409,6649.37079722597
"6751602","675160",1,7058.49593751132,4987.78473881952,3676.64272432527
"6751603","675160",2,15985.0115626128,13546.3556003993,11834.0195969888
"6751604","675160",2,13652.0684374666,12491.7459809848,7498.78562599622
"6751701","675170",20,40471.416875083,21227.0843990338,18759.498417646
"6751702","675170",1,22439.4950000606,14945.9786882136,8825.61353740486
"6751703","675170",3,15188.4278126545,2244.21829547501,4231.68719297239
"6751704","675170",6,55119.6624998618,13957.9962095777,15643.1898617084
"6751801","675180",1,4318.67000000179,960.342246839544,3596.65827929019
"6751802","675180",1,7657.36312510073,5333.11280094553,6351.43554832321
"6751803","675180",3,23237.7368750507,10098.3370876396,5246.16563097946
"6751804","675180",14,65234.0543748345,8987.15162371984,7479.76231241223
"6752001","675200",25,24653.7431247737,13249.1886741964,23960.376371155
"6752003","675200",1,9525.48593752459,8597.22342560254,9042.90490567219
"6752004","675200",47,53920.9490202032,38205.3571117313,36326.0141110426
"6752005","675200",17,79029.0638610134,14999.9891699187,11525.327889152
"6752006","675200",14,37855.4981250912,16512.4922185238,30194.3510198435
"6752101","675210",1,21348.8462501233,19417.2299645287,14599.3365905732
"6752102","675210",3,16886.7728124502,5994.97226437552,9975.71836063547
"6752103","675210",2,8467.07375008613,8467.07375008613,3142.40428869857
"6752201","675220",4,16254.2146875174,11014.035253579,14289.2877903003
"6752202","675220",1,39253.8615624093,33245.0137016047,18169.2583043855
"6752301","675230",1,21760.1978122815,20986.5369025292,20336.529913162
"6752401","675240",4,32577.699375046,15322.4026512285,18415.8757573913
"6752501","675250",54,35232.5756249614,31725.928526024,31524.4844699804
"6752502","675250",46,32779.5559375361,26002.4278707476,26342.0661549731
"6752503","675250",18,14549.4609375857,13822.6757531433,13786.7101193307
"6752504","675250",12,9922.97922693472,8600.69159436316,9190.8167123259
"6752505","675250",6,7210.37874998432,6532.72193920927,6390.25414821948
"6752506","675250",18,107808.983379035,23026.8028483147,9913.55471561023
"6752507","675250",11,12830.027812527,8003.23189423187,7335.7068822924
"6752508","675250",9,8898.24531249143,6967.70663968759,7811.04510525529
"6752509","675250",12,11867.8475000458,10334.3674574074,11867.8475000501
"6752601","675260",26,19497.1575000579,17025.3613177018,372.578770046297
"6752602","675260",5,15842.742499873,12629.5678932985,406.639837956871
"6752701","675270",42,48724.9059374407,20694.9968091131,23340.5501849964
"6752702","675270",55,51320.0465625394,27169.8599625911,27105.165277403
"6752703","675270",8,11560.9031249844,10614.8120110305,8721.50485146046
"6752801","675280",70,46701.1503124218,41066.3878417178,37183.6841875003
"6752802","675280",65,37460.384062415,34843.1770654917,33935.5850000353
"6752901","675290",58,40518.6371874623,22786.6681577184,23631.5543911519
"6752902","675290",49,31260.8365625367,27868.2251716993,28598.6781383156
"6752903","675290",17,66658.3143749889,9393.96403884015,8597.01558882557
"6753001","675300",31,29965.5436279089,29253.5620376542,16679.5952617225
"6753002","675300",1,693.947200792056,14108.0299009401,1069.72988606769
"6753003","675300",2,34598.0140624284,3562.23540955409,241.494343652856
"6753004","675300",14,15989.5168749336,12739.5448092624,10461.5849946321
"6753005","675300",3,12548.7212170931,10325.9084952278,7213.42248772888
"6753101","675310",48,46887.9268904813,39379.9843211244,32514.2543312195
"6753201","675320",71,77800.2331251395,62723.97390969,37627.1122687735
"6753501","675350",127,75172.9535350013,81309.6633998691,81261.9102113594
"6753502","675350",62,5612.74857529765,41583.5540018441,37146.6958089466
"6753701","675370",19,155381.34287276,28120.6910301953,8864.57961147139
"6753901","675390",25,76062.2843749756,27158.1276607047,5386.60539999837
"6753902","675390",18,65911.9309374094,25131.5804798454,16506.0127344014
"6753903","675390",24,153030.998124853,10806.9387743585,26387.7277489842
"6753904","675390",4,17174.1609374015,3721.23130515718,297.064469082106
"6753905","675390",11,22000.6712501622,14515.0811628271,3488.16984649902
"6754201","675420",16,907.898179212585,19795.0761964642,10227.0402819965
"6754202","675420",19,43168.3257281354,9178.97640491129,13062.1475306751
"6754203","675420",17,28527.8971567117,13727.1618664199,9864.02980603138
"6754204","675420",21,32919.4374185726,16771.6989541605,12832.7984133083
"6754205","675420",5,5007.97765034717,16614.4883700795,8439.99320438923
"6754301","675430",10,20210.6684372695,17869.1436526279,7487.7378790956
"6754302","675430",7,10663.8537499262,9551.94154796004,5593.43228486856
"6754303","675430",4,3725.48718746379,3468.88454697747,3669.5132900364
"6754305","675430",14,165492.939390575,7980.63757992366,561.127606124035
"6754501","675450",11,3258.57178811869,5324.89436599473,6074.98290635552
"6754502","675450",9,6578.99453643075,7671.5310857866,6878.46602944634
"6754503","675450",17,8.81415535818087,3202.53657483961,17802.1572328554
"6754504","675450",22,45206.4797477219,6352.3955038696,14939.747382417
"6754801","675480",4,9875.52125001326,56.6591525904369,2387.65782212419
"6754802","675480",11,9266.48281249776,6352.79036823302,3088.81583675649
"6754803","675480",18,22804.710000053,15342.7853629478,10401.0801664871
"6754804","675480",4,9525.41187505238,3023.75118298514,2842.60050321597
"6754805","675480",3,2935.35375001747,2594.24769720482,2935.35375001747
"6754806","675480",2,2794.13062496996,2785.64331965987,2750.32819777098
"6754807","675480",6,4330.91531251185,4102.6411613503,2335.2163321152
"6754808","675480",8,6682.92718749214,6198.60549072432,5020.07787838661
"6754809","675480",1,9960.18781243969,258.34006656101,1716.53570292448
"6755001","675500",28,210094.601874946,21244.1070654157,7147.08635000139
"6755101","675510",12,66534.367812492,1097.7250368759,1023.69863589064
"6755102","675510",7,33267.6890624654,23774.7027542276,3731.81195617723
"6755103","675510",5,9264.88312490471,8212.71010902018,4573.9465037341
"6755104","675510",4,3444.04062493518,1978.30785129563,2937.10054720205
"6755105","675510",6,8530.99250007793,3272.7249819336,5466.21806425191
"6755401","675540",4,3744.76312503777,3038.72996708716,3739.2079426967
"6755402","675540",14,31458.377187391,12286.0776522015,3506.24884999799
"6755403","675540",9,7870.99843759206,6150.74842126929,5011.44071394391
"6755404","675540",5,5331.24468752928,4805.56891712174,2584.00268905485
"6755405","675540",6,4957.556874973,4459.52739852853,3701.47336587713
"6755406","675540",2,2868.52531249076,2707.70512298122,773.550974970829
"6755501","675550",5,2994.51598013751,3235.5858331956,2692.48671222618
"6755502","675550",8,8511.30141485995,3444.50850180921,2307.95247403777
"6755503","675550",12,21255.350571759,10457.24321113,4526.28404725756
"6755504","675550",15,6461.49937497452,5761.23622958129,6455.66654210439
"6755505","675550",6,7053.93665649276,5524.64969700662,4427.14596374682
"6755506","675550",18,7551.91499999375,6585.3866051971,7551.91499999375
"6755507","675550",28,9042.56875002384,5035.57868327107,8707.3137864171
"6755701","675570",14,10557.3006250113,9132.53025739281,9403.69828060924
"6755702","675570",10,19119.0091706936,10069.0293900921,5218.65056171449
"6755703","675570",16,6642.90843748674,3647.81480877534,6642.90843748674
"6755704","675570",16,8140.46281248971,6973.5364571549,8140.46281248971
"6755705","675570",11,8229.93968741596,6756.43168539507,6601.05489858333
"6756301","675630",7,7212.83937504143,3244.01704726112,3057.49338340067
"6756302","675630",6,8983.77468746481,6269.99967114883,5351.98454081221
"6756303","675630",7,6759.42156249657,5781.59435351565,6063.9087584439
"6756304","675630",9,11795.2543750089,5973.64099516906,5050.11157645611
"6756305","675630",13,18414.5228125728,5840.04557056333,7821.48359946167
"6756306","675630",12,13579.3481250359,7293.52292403172,6247.39241265479
"6756307","675630",12,32240.9240625547,13927.6689259413,4510.51872516517
"6756308","675630",1,1421.31156250648,1003.07760613431,948.199896199862
"6756501","675650",27,45573.0003122929,199.831583409599,5741.93189626301
"6756502","675650",23,10170.9949999747,1664.85053181648,8138.2526923078
"6756503","675650",15,8386.16531250067,3048.41832430777,8032.90952072939
"6756801","675680",20,7109.27875005193,6308.34115371434,7109.27875005193
"6756802","675680",11,7874.79156251438,6927.34598733007,7874.79156251438
"6756803","675680",5,3016.11406251913,2654.64534841673,2793.68983164611
"6756804","675680",16,7544.57156244852,6362.7855784882,7544.57156244852
"6756805","675680",8,6213.13343743235,5375.56839605211,5345.78122675326
"6756806","675680",17,5855.642812534,4554.23249971715,4962.62881908868
"6756807","675680",14,12032.2896874817,9213.86585123872,3734.55485092326
"6757001","675700",10,10078.2887500457,5696.30684808316,6013.00343059153
"6757002","675700",5,3198.01687499136,2816.19829863231,2893.75696613686
"6757003","675700",11,20374.1140624331,5251.29977506399,2555.72381212516
"6757101","675710",6,4400.57812496088,3722.86185671575,3434.49293163026
"6757102","675710",9,6828.46593755344,5692.11021868326,4495.22462231084
"6757103","675710",17,19165.4496873823,16278.7947300822,11974.8611673663
"6757104","675710",6,9221.76218756009,8359.50753798755,7903.90134121757
"6757105","675710",14,23683.231875158,19060.0110924468,10853.7990406056
"6757106","675710",1,1187.45875002607,760.5118803191,452.194025055971
"6757401","675740",9,10827.0018749116,6804.79699712549,9786.31626539203
"6757402","675740",13,18755.5043749297,12707.365067932,14883.886728064
"6757403","675740",11,25837.6631250568,7334.7593537225,10067.3001072719
"6757404","675740",3,4116.61437499907,4116.61437499907,3788.35949636024
"6757405","675740",8,10742.2109375829,9671.07959969807,3209.57072034176
"6757406","675740",11,8677.76187501126,5255.03292147862,3350.19342717412
"6757407","675740",2,3623.9590624636,1075.78488959139,1219.52274699595
"6757602","675760",13,3736.26687500815,14.2973418224137,3610.71717845846
"6757604","675760",7,4291.05031252839,3480.27307060012,4291.05031252839
"6757605","675760",16,7388.62406252768,3595.96684872055,4209.08226680096
"6757606","675760",8,4162.68374992348,3143.61110473514,4162.68374992348
"6757607","675760",10,5338.01156253461,4284.54362846538,4982.63086576154
"6758101","675810",11,37613.9881250225,939.093063349224,3997.55239584811
"6758102","675810",5,7834.33343745884,7343.95353384469,3554.59229974356
"6758103","675810",12,3680.57187498733,649.459698742641,3495.87646555179
"6758104","675810",2,4648.01906252513,4312.83699933506,4420.0008798911
"6758105","675810",4,4275.30937499646,3567.11160969089,4275.30937499646
"6758106","675810",3,2734.12062497562,2015.47223052365,2440.89265937482
"6758201","675820",7,3943.78000001796,3292.38688201696,3918.84649688343
"6758202","675820",6,5028.47593754157,4105.35924839985,4163.85853550828
"6758203","675820",7,3209.77000005078,2850.19976967527,3209.77000005078
"6758204","675820",4,1887.57656245679,1887.57656245679,1887.57656245679
"6758205","675820",10,7270.06374998391,6161.83985613081,3645.09392873722
"6758206","675820",11,15743.5646874879,3120.5910948253,6398.97204491572
"6758207","675820",5,6547.08312506002,4637.80510690394,5248.36737904145
"6758209","675820",5,10273.7428125199,7851.98373270174,1740.91097574879
"6758501","675850",17,164837.778770514,24731.4270161016,2842.15423185005
"6758502","675850",4,4658.57531252503,3903.49218152865,3594.63969207427
"6758503","675850",3,3598.19406251051,3001.72895089211,2693.54074752785
"6758504","675850",13,12449.5293749769,10591.1636921594,11193.0815196212
"6758505","675850",1,1448.47374996729,1271.12532678898,1154.69338171044
"6758901","675890",5,4364.32406249642,4019.38859718596,3550.73063905607
"6758902","675890",6,5357.36093751946,4737.56206330877,4142.95955532126
"6758903","675890",3,3065.47062506527,2521.82230104599,1651.04360649176
"6758904","675890",9,5609.17031249922,5609.17031249922,5249.18370276256
"6758905","675890",10,9217.42093746923,8723.87631303063,8999.66615479899
"6758906","675890",11,16320.9378125747,13618.4975005292,4998.58656764455
"6758907","675890",2,4935.2296874802,4935.22968747839,4935.22968747839
"6758908","675890",10,9901.23687505629,9901.23687506001,6611.82351655036
"6758909","675890",3,4251.94406247616,4251.94406247698,3804.24091976187
"6759201","675920",13,11768.1284374013,4417.79031822762,3338.43530109897
"6759202","675920",6,11969.1396874897,4949.82631178084,2640.79832389171
"6759203","675920",7,6021.6018748777,5728.90399626875,3703.94528777915
"6759204","675920",5,5757.58812502655,592.521024454501,4697.34066641739
"6759205","675920",17,8122.56625006814,6776.55582440714,3210.54496887175
"6759206","675920",1,3830.5171875169,1564.5705179394,272.191394127098
"6759301","675930",8,17940.6256250683,144.204981114715,2791.9876086789
"6759302","675930",8,11177.9721874855,9312.89983693976,8295.46543640946
"6759303","675930",8,8496.14249991998,5408.84946543397,7663.39371920435
"6759304","675930",9,17102.1228124853,6730.39154849621,3630.71907455439
"6759401","675940",6,39329.8984374575,1829.89866953786,2718.65640216321
