"OBWOD","REJ","POP_REJ","N_ADRESY_R","CLC_area_R","UA_area_R","BDOT_area_R"
"6720702","672070",1259,365,356477.325625264,243919.514740163,221137.104186768
"6720703","672070",1259,365,356477.325625264,243919.514740163,221137.104186768
"6720805","672080",956,36,60035.9256251538,41047.9420252659,28535.9918443322
"6720801","672080",956,36,60035.9256251538,41047.9420252659,28535.9918443322
"6720803","672080",956,36,60035.9256251538,41047.9420252659,28535.9918443322
"6720802","672080",956,36,60035.9256251538,41047.9420252659,28535.9918443322
"6720804","672080",956,36,60035.9256251538,41047.9420252659,28535.9918443322
"6720806","672080",956,36,60035.9256251538,41047.9420252659,28535.9918443322
"6720906","672090",1120,32,49285.6303125741,36611.1496728775,23782.9165472112
"6720907","672090",1120,32,49285.6303125741,36611.1496728775,23782.9165472112
"6720908","672090",1120,32,49285.6303125741,36611.1496728775,23782.9165472112
"6720905","672090",1120,32,49285.6303125741,36611.1496728775,23782.9165472112
"6720904","672090",1120,32,49285.6303125741,36611.1496728775,23782.9165472112
"6720903","672090",1120,32,49285.6303125741,36611.1496728775,23782.9165472112
"6720902","672090",1120,32,49285.6303125741,36611.1496728775,23782.9165472112
"6720901","672090",1120,32,49285.6303125741,36611.1496728775,23782.9165472112
"6721005","672100",579,47,172329.007205761,52261.9944992762,25422.8008757393
"6721001","672100",579,47,172329.007205761,52261.9944992762,25422.8008757393
"6721003","672100",579,47,172329.007205761,52261.9944992762,25422.8008757393
"6721004","672100",579,47,172329.007205761,52261.9944992762,25422.8008757393
"6721002","672100",579,47,172329.007205761,52261.9944992762,25422.8008757393
"6721101","672110",553,37,174316.308437236,39535.6964472464,27712.3386313537
"6721104","672110",553,37,174316.308437236,39535.6964472464,27712.3386313537
"6721102","672110",553,37,174316.308437236,39535.6964472464,27712.3386313537
"6721106","672110",553,37,174316.308437236,39535.6964472464,27712.3386313537
"6721105","672110",553,37,174316.308437236,39535.6964472464,27712.3386313537
"6721103","672110",553,37,174316.308437236,39535.6964472464,27712.3386313537
"6721206","672120",868,82,73145.0765626719,57061.8510742205,59158.9005013812
"6721207","672120",868,82,73145.0765626719,57061.8510742205,59158.9005013812
"6721204","672120",868,82,73145.0765626719,57061.8510742205,59158.9005013812
"6721201","672120",868,82,73145.0765626719,57061.8510742205,59158.9005013812
"6721203","672120",868,82,73145.0765626719,57061.8510742205,59158.9005013812
"6721202","672120",868,82,73145.0765626719,57061.8510742205,59158.9005013812
"6721208","672120",868,82,73145.0765626719,57061.8510742205,59158.9005013812
"6721205","672120",868,82,73145.0765626719,57061.8510742205,59158.9005013812
"6721414","672141",1418,78,97191.8515538003,28678.8375315454,72082.9963742273
"6721411","672141",1418,78,97191.8515538003,28678.8375315454,72082.9963742273
"6721412","672141",1418,78,97191.8515538003,28678.8375315454,72082.9963742273
"6721413","672141",1418,78,97191.8515538003,28678.8375315454,72082.9963742273
"6721415","672141",1418,78,97191.8515538003,28678.8375315454,72082.9963742273
"6721416","672141",1418,78,97191.8515538003,28678.8375315454,72082.9963742273
"6721426","672142",1507,64,80389.9440624788,56742.5470077732,38551.1880466751
"6721423","672142",1507,64,80389.9440624788,56742.5470077732,38551.1880466751
"6721421","672142",1507,64,80389.9440624788,56742.5470077732,38551.1880466751
"6721425","672142",1507,64,80389.9440624788,56742.5470077732,38551.1880466751
"6721422","672142",1507,64,80389.9440624788,56742.5470077732,38551.1880466751
"6721424","672142",1507,64,80389.9440624788,56742.5470077732,38551.1880466751
"6721715","672171",1499,52,76112.4575000818,49649.5255480714,40732.0290536208
"6721711","672171",1499,52,76112.4575000818,49649.5255480714,40732.0290536208
"6721716","672171",1499,52,76112.4575000818,49649.5255480714,40732.0290536208
"6721714","672171",1499,52,76112.4575000818,49649.5255480714,40732.0290536208
"6721713","672171",1499,52,76112.4575000818,49649.5255480714,40732.0290536208
"6721712","672171",1499,52,76112.4575000818,49649.5255480714,40732.0290536208
"6721724","672172",837,31,56789.8453124174,35973.6926522495,30016.5586860767
"6721722","672172",837,31,56789.8453124174,35973.6926522495,30016.5586860767
"6721723","672172",837,31,56789.8453124174,35973.6926522495,30016.5586860767
"6721721","672172",837,31,56789.8453124174,35973.6926522495,30016.5586860767
"6721802","672180",1420,51,41035.0065625141,35805.8737894583,27456.8974218966
"6721807","672180",1420,51,41035.0065625141,35805.8737894583,27456.8974218966
"6721801","672180",1420,51,41035.0065625141,35805.8737894583,27456.8974218966
"6721806","672180",1420,51,41035.0065625141,35805.8737894583,27456.8974218966
"6721804","672180",1420,51,41035.0065625141,35805.8737894583,27456.8974218966
"6721808","672180",1420,51,41035.0065625141,35805.8737894583,27456.8974218966
"6721803","672180",1420,51,41035.0065625141,35805.8737894583,27456.8974218966
"6721805","672180",1420,51,41035.0065625141,35805.8737894583,27456.8974218966
"6721905","672190",685,40,55496.1462499751,42327.289628852,23138.5637181352
"6721902","672190",685,40,55496.1462499751,42327.289628852,23138.5637181352
"6721904","672190",685,40,55496.1462499751,42327.289628852,23138.5637181352
"6721903","672190",685,40,55496.1462499751,42327.289628852,23138.5637181352
"6721901","672190",685,40,55496.1462499751,42327.289628852,23138.5637181352
"6722004","672200",740,43,42381.1574999981,36409.811735159,15185.4952762236
"6722001","672200",740,43,42381.1574999981,36409.811735159,15185.4952762236
"6722003","672200",740,43,42381.1574999981,36409.811735159,15185.4952762236
"6722002","672200",740,43,42381.1574999981,36409.811735159,15185.4952762236
"6722101","672210",609,50,49718.1812499649,30935.3900150834,27670.1370768266
"6722103","672210",609,50,49718.1812499649,30935.3900150834,27670.1370768266
"6722102","672210",609,50,49718.1812499649,30935.3900150834,27670.1370768266
"6722106","672210",609,50,49718.1812499649,30935.3900150834,27670.1370768266
"6722104","672210",609,50,49718.1812499649,30935.3900150834,27670.1370768266
"6722105","672210",609,50,49718.1812499649,30935.3900150834,27670.1370768266
"6722208","672220",1550,71,64730.5377997323,61752.0783704925,51242.0760156411
"6722205","672220",1550,71,64730.5377997323,61752.0783704925,51242.0760156411
"6722207","672220",1550,71,64730.5377997323,61752.0783704925,51242.0760156411
"6722202","672220",1550,71,64730.5377997323,61752.0783704925,51242.0760156411
"6722206","672220",1550,71,64730.5377997323,61752.0783704925,51242.0760156411
"6722204","672220",1550,71,64730.5377997323,61752.0783704925,51242.0760156411
"6722203","672220",1550,71,64730.5377997323,61752.0783704925,51242.0760156411
"6722201","672220",1550,71,64730.5377997323,61752.0783704925,51242.0760156411
"6722401","672240",1826,72,62624.04563692,61203.8970477404,52016.5819777434
"6722402","672240",1826,72,62624.04563692,61203.8970477404,52016.5819777434
"6722407","672240",1826,72,62624.04563692,61203.8970477404,52016.5819777434
"6722404","672240",1826,72,62624.04563692,61203.8970477404,52016.5819777434
"6722403","672240",1826,72,62624.04563692,61203.8970477404,52016.5819777434
"6722405","672240",1826,72,62624.04563692,61203.8970477404,52016.5819777434
"6722408","672240",1826,72,62624.04563692,61203.8970477404,52016.5819777434
"6722406","672240",1826,72,62624.04563692,61203.8970477404,52016.5819777434
"6722607","672260",1385,41,39107.9801041803,38349.7906221128,35602.7387495992
"6722602","672260",1385,41,39107.9801041803,38349.7906221128,35602.7387495992
"6722606","672260",1385,41,39107.9801041803,38349.7906221128,35602.7387495992
"6722608","672260",1385,41,39107.9801041803,38349.7906221128,35602.7387495992
"6722605","672260",1385,41,39107.9801041803,38349.7906221128,35602.7387495992
"6722601","672260",1385,41,39107.9801041803,38349.7906221128,35602.7387495992
"6722603","672260",1385,41,39107.9801041803,38349.7906221128,35602.7387495992
"6722604","672260",1385,41,39107.9801041803,38349.7906221128,35602.7387495992
"6722703","672270",1460,37,33414.3818748411,29381.853496442,31811.1693304916
"6722702","672270",1460,37,33414.3818748411,29381.853496442,31811.1693304916
"6722701","672270",1460,37,33414.3818748411,29381.853496442,31811.1693304916
"6722708","672270",1460,37,33414.3818748411,29381.853496442,31811.1693304916
"6722706","672270",1460,37,33414.3818748411,29381.853496442,31811.1693304916
"6722704","672270",1460,37,33414.3818748411,29381.853496442,31811.1693304916
"6722707","672270",1460,37,33414.3818748411,29381.853496442,31811.1693304916
"6722705","672270",1460,37,33414.3818748411,29381.853496442,31811.1693304916
"6722904","672290",1586,70,85942.6931250042,75924.2556240692,53124.4580948179
"6722902","672290",1586,70,85942.6931250042,75924.2556240692,53124.4580948179
"6722906","672290",1586,70,85942.6931250042,75924.2556240692,53124.4580948179
"6722903","672290",1586,70,85942.6931250042,75924.2556240692,53124.4580948179
"6722901","672290",1586,70,85942.6931250042,75924.2556240692,53124.4580948179
"6722905","672290",1586,70,85942.6931250042,75924.2556240692,53124.4580948179
"6722908","672290",1586,70,85942.6931250042,75924.2556240692,53124.4580948179
"6722907","672290",1586,70,85942.6931250042,75924.2556240692,53124.4580948179
"6723005","672300",1188,44,47083.4106249288,36821.6062842816,31565.7384530391
"6723007","672300",1188,44,47083.4106249288,36821.6062842816,31565.7384530391
"6723006","672300",1188,44,47083.4106249288,36821.6062842816,31565.7384530391
"6723008","672300",1188,44,47083.4106249288,36821.6062842816,31565.7384530391
"6723002","672300",1188,44,47083.4106249288,36821.6062842816,31565.7384530391
"6723004","672300",1188,44,47083.4106249288,36821.6062842816,31565.7384530391
"6723001","672300",1188,44,47083.4106249288,36821.6062842816,31565.7384530391
"6723003","672300",1188,44,47083.4106249288,36821.6062842816,31565.7384530391
"6723103","672310",832,35,54813.7003126256,36726.4042605081,20886.8481488136
"6723101","672310",832,35,54813.7003126256,36726.4042605081,20886.8481488136
"6723104","672310",832,35,54813.7003126256,36726.4042605081,20886.8481488136
"6723105","672310",832,35,54813.7003126256,36726.4042605081,20886.8481488136
"6723102","672310",832,35,54813.7003126256,36726.4042605081,20886.8481488136
"6723201","672320",1143,40,62786.0478125349,37384.2699755579,30567.8561855861
"6723206","672320",1143,40,62786.0478125349,37384.2699755579,30567.8561855861
"6723204","672320",1143,40,62786.0478125349,37384.2699755579,30567.8561855861
"6723202","672320",1143,40,62786.0478125349,37384.2699755579,30567.8561855861
"6723203","672320",1143,40,62786.0478125349,37384.2699755579,30567.8561855861
"6723205","672320",1143,40,62786.0478125349,37384.2699755579,30567.8561855861
"6723304","672330",1744,65,74481.3875000495,59749.7657757573,61110.992688992
"6723301","672330",1744,65,74481.3875000495,59749.7657757573,61110.992688992
"6723303","672330",1744,65,74481.3875000495,59749.7657757573,61110.992688992
"6723305","672330",1744,65,74481.3875000495,59749.7657757573,61110.992688992
"6723307","672330",1744,65,74481.3875000495,59749.7657757573,61110.992688992
"6723308","672330",1744,65,74481.3875000495,59749.7657757573,61110.992688992
"6723306","672330",1744,65,74481.3875000495,59749.7657757573,61110.992688992
"6723302","672330",1744,65,74481.3875000495,59749.7657757573,61110.992688992
"6723502","672350",1125,35,66199.3918751024,52493.6265345586,26392.1102341111
"6723503","672350",1125,35,66199.3918751024,52493.6265345586,26392.1102341111
"6723501","672350",1125,35,66199.3918751024,52493.6265345586,26392.1102341111
"6723504","672350",1125,35,66199.3918751024,52493.6265345586,26392.1102341111
"6723505","672350",1125,35,66199.3918751024,52493.6265345586,26392.1102341111
"6723706","672370",1035,49,75940.9684372729,44331.7131432225,31723.9134050774
"6723707","672370",1035,49,75940.9684372729,44331.7131432225,31723.9134050774
"6723708","672370",1035,49,75940.9684372729,44331.7131432225,31723.9134050774
"6723701","672370",1035,49,75940.9684372729,44331.7131432225,31723.9134050774
"6723702","672370",1035,49,75940.9684372729,44331.7131432225,31723.9134050774
"6723704","672370",1035,49,75940.9684372729,44331.7131432225,31723.9134050774
"6723703","672370",1035,49,75940.9684372729,44331.7131432225,31723.9134050774
"6723705","672370",1035,49,75940.9684372729,44331.7131432225,31723.9134050774
"6723906","672390",1569,49,74234.5068749325,43467.3611343017,31232.5440340046
"6723901","672390",1569,49,74234.5068749325,43467.3611343017,31232.5440340046
"6723907","672390",1569,49,74234.5068749325,43467.3611343017,31232.5440340046
"6723903","672390",1569,49,74234.5068749325,43467.3611343017,31232.5440340046
"6723905","672390",1569,49,74234.5068749325,43467.3611343017,31232.5440340046
"6723909","672390",1569,49,74234.5068749325,43467.3611343017,31232.5440340046
"6723904","672390",1569,49,74234.5068749325,43467.3611343017,31232.5440340046
"6723908","672390",1569,49,74234.5068749325,43467.3611343017,31232.5440340046
"6723902","672390",1569,49,74234.5068749325,43467.3611343017,31232.5440340046
"6724001","672400",656,59,132021.834375118,41757.1527201957,34678.2414319853
"6724003","672400",656,59,132021.834375118,41757.1527201957,34678.2414319853
"6724002","672400",656,59,132021.834375118,41757.1527201957,34678.2414319853
"6724005","672400",656,59,132021.834375118,41757.1527201957,34678.2414319853
"6724004","672400",656,59,132021.834375118,41757.1527201957,34678.2414319853
"6724101","672410",535,17,39713.2853125513,33320.4088098132,9368.13324999862
"6724104","672410",535,17,39713.2853125513,33320.4088098132,9368.13324999862
"6724103","672410",535,17,39713.2853125513,33320.4088098132,9368.13324999862
"6724102","672410",535,17,39713.2853125513,33320.4088098132,9368.13324999862
"6724201","672420",45,17,7.22099132550647,8120.02716618031,3934.29954999988
"6724401","672440",564,17,168372.774983078,113097.442227859,114932.518973693
"6724402","672440",564,17,168372.774983078,113097.442227859,114932.518973693
"6724602","672460",125,59,40752.2332036421,52130.2923385842,48445.2185448813
"6724601","672460",125,59,40752.2332036421,52130.2923385842,48445.2185448813
"6724701","672470",163,22,74534.4955254998,12152.3469138621,58742.9401270516
"6724802","672480",212,81,88977.1432334865,69459.8302695511,34620.3962499924
"6724801","672480",212,81,88977.1432334865,69459.8302695511,34620.3962499924
"6724903","672490",381,55,168563.541341542,13288.3202503262,36841.9882779649
"6724902","672490",381,55,168563.541341542,13288.3202503262,36841.9882779649
"6724901","672490",381,55,168563.541341542,13288.3202503262,36841.9882779649
"6725101","672510",111,21,48486.5450337902,20348.4331396747,14027.4144853837
"6725207","672520",1091,112,128688.943249864,86353.507563411,67283.930537684
"6725202","672520",1091,112,128688.943249864,86353.507563411,67283.930537684
"6725208","672520",1091,112,128688.943249864,86353.507563411,67283.930537684
"6725206","672520",1091,112,128688.943249864,86353.507563411,67283.930537684
"6725203","672520",1091,112,128688.943249864,86353.507563411,67283.930537684
"6725205","672520",1091,112,128688.943249864,86353.507563411,67283.930537684
"6725201","672520",1091,112,128688.943249864,86353.507563411,67283.930537684
"6725204","672520",1091,112,128688.943249864,86353.507563411,67283.930537684
"6725303","672530",1367,67,156662.878798072,102550.573358737,56246.261337936
"6725301","672530",1367,67,156662.878798072,102550.573358737,56246.261337936
"6725305","672530",1367,67,156662.878798072,102550.573358737,56246.261337936
"6725302","672530",1367,67,156662.878798072,102550.573358737,56246.261337936
"6725306","672530",1367,67,156662.878798072,102550.573358737,56246.261337936
"6725304","672530",1367,67,156662.878798072,102550.573358737,56246.261337936
"6725404","672540",713,32,158815.824462639,34826.3239226291,37402.7220080387
"6725403","672540",713,32,158815.824462639,34826.3239226291,37402.7220080387
"6725402","672540",713,32,158815.824462639,34826.3239226291,37402.7220080387
"6725405","672540",713,32,158815.824462639,34826.3239226291,37402.7220080387
"6725401","672540",713,32,158815.824462639,34826.3239226291,37402.7220080387
"6725501","672550",35,36,152407.850312565,1.03161480452036,6712.39057896967
"6725602","672560",439,84,380812.315702704,22284.5206782797,37579.218706339
"6725603","672560",439,84,380812.315702704,22284.5206782797,37579.218706339
"6725601","672560",439,84,380812.315702704,22284.5206782797,37579.218706339
"6725604","672560",439,84,380812.315702704,22284.5206782797,37579.218706339
"6725702","672570",42,38,233195.118263114,147082.50123703,2856.34243377476
"6725701","672570",42,38,233195.118263114,147082.50123703,2856.34243377476
"6725805","672580",992,59,157802.374999907,94103.6837637367,31143.2498840717
"6725807","672580",992,59,157802.374999907,94103.6837637367,31143.2498840717
"6725804","672580",992,59,157802.374999907,94103.6837637367,31143.2498840717
"6725806","672580",992,59,157802.374999907,94103.6837637367,31143.2498840717
"6725803","672580",992,59,157802.374999907,94103.6837637367,31143.2498840717
"6725802","672580",992,59,157802.374999907,94103.6837637367,31143.2498840717
"6725801","672580",992,59,157802.374999907,94103.6837637367,31143.2498840717
"6725808","672580",992,59,157802.374999907,94103.6837637367,31143.2498840717
"6725901","672590",460,23,87713.8550000996,26689.2551457253,10458.9200222291
"6725903","672590",460,23,87713.8550000996,26689.2551457253,10458.9200222291
"6725902","672590",460,23,87713.8550000996,26689.2551457253,10458.9200222291
"6726003","672600",2146,55,149281.970937551,73428.8388319854,63309.0223929112
"6726007","672600",2146,55,149281.970937551,73428.8388319854,63309.0223929112
"6726002","672600",2146,55,149281.970937551,73428.8388319854,63309.0223929112
"6726001","672600",2146,55,149281.970937551,73428.8388319854,63309.0223929112
"6726005","672600",2146,55,149281.970937551,73428.8388319854,63309.0223929112
"6726004","672600",2146,55,149281.970937551,73428.8388319854,63309.0223929112
"6726008","672600",2146,55,149281.970937551,73428.8388319854,63309.0223929112
"6726009","672600",2146,55,149281.970937551,73428.8388319854,63309.0223929112
"6726006","672600",2146,55,149281.970937551,73428.8388319854,63309.0223929112
"6726103","672610",259,95,263205.859387141,63694.4768379928,63777.6762971701
"6726101","672610",259,95,263205.859387141,63694.4768379928,63777.6762971701
"6726102","672610",259,95,263205.859387141,63694.4768379928,63777.6762971701
"6726201","672620",20,7,95938.052201692,566.256693541072,3451.72208307344
"6726303","672630",666,188,192510.31259339,84619.5756503809,90722.1725891233
"6726305","672630",666,188,192510.31259339,84619.5756503809,90722.1725891233
"6726301","672630",666,188,192510.31259339,84619.5756503809,90722.1725891233
"6726302","672630",666,188,192510.31259339,84619.5756503809,90722.1725891233
"6726304","672630",666,188,192510.31259339,84619.5756503809,90722.1725891233
"6726404","672640",1051,234,241333.937389397,105818.193360493,112474.531862205
"6726403","672640",1051,234,241333.937389397,105818.193360493,112474.531862205
"6726402","672640",1051,234,241333.937389397,105818.193360493,112474.531862205
"6726401","672640",1051,234,241333.937389397,105818.193360493,112474.531862205
"6726405","672640",1051,234,241333.937389397,105818.193360493,112474.531862205
"6726504","672650",792,63,524120.192788049,44964.1768360842,60525.263409362
"6726501","672650",792,63,524120.192788049,44964.1768360842,60525.263409362
"6726502","672650",792,63,524120.192788049,44964.1768360842,60525.263409362
"6726503","672650",792,63,524120.192788049,44964.1768360842,60525.263409362
"6726505","672650",792,63,524120.192788049,44964.1768360842,60525.263409362
"6726609","672660",1105,45,61511.0696874207,45438.5576211713,39108.2066575049
"6726606","672660",1105,45,61511.0696874207,45438.5576211713,39108.2066575049
"6726604","672660",1105,45,61511.0696874207,45438.5576211713,39108.2066575049
"6726602","672660",1105,45,61511.0696874207,45438.5576211713,39108.2066575049
"6726605","672660",1105,45,61511.0696874207,45438.5576211713,39108.2066575049
"6726601","672660",1105,45,61511.0696874207,45438.5576211713,39108.2066575049
"6726607","672660",1105,45,61511.0696874207,45438.5576211713,39108.2066575049
"6726608","672660",1105,45,61511.0696874207,45438.5576211713,39108.2066575049
"6726603","672660",1105,45,61511.0696874207,45438.5576211713,39108.2066575049
"6726702","672670",1269,24,211549.244464732,37704.2187273754,39237.4501274574
"6726706","672670",1269,24,211549.244464732,37704.2187273754,39237.4501274574
"6726701","672670",1269,24,211549.244464732,37704.2187273754,39237.4501274574
"6726703","672670",1269,24,211549.244464732,37704.2187273754,39237.4501274574
"6726705","672670",1269,24,211549.244464732,37704.2187273754,39237.4501274574
"6726704","672670",1269,24,211549.244464732,37704.2187273754,39237.4501274574
"6726707","672670",1269,24,211549.244464732,37704.2187273754,39237.4501274574
"6726803","672680",631,151,119650.654999736,86372.7204754964,91264.8920131641
"6726801","672680",631,151,119650.654999736,86372.7204754964,91264.8920131641
"6726802","672680",631,151,119650.654999736,86372.7204754964,91264.8920131641
"6726804","672680",631,151,119650.654999736,86372.7204754964,91264.8920131641
"6726902","672690",1227,351,212247.108088639,151107.522216006,159933.716312801
"6726906","672690",1227,351,212247.108088639,151107.522216006,159933.716312801
"6726903","672690",1227,351,212247.108088639,151107.522216006,159933.716312801
"6726904","672690",1227,351,212247.108088639,151107.522216006,159933.716312801
"6726905","672690",1227,351,212247.108088639,151107.522216006,159933.716312801
"6726901","672690",1227,351,212247.108088639,151107.522216006,159933.716312801
"6727001","672700",553,158,125726.964788811,112276.680994583,115829.11656039
"6727002","672700",553,158,125726.964788811,112276.680994583,115829.11656039
"6727102","672710",565,169,97444.8568060001,88442.2019311092,97513.8311656396
"6727103","672710",565,169,97444.8568060001,88442.2019311092,97513.8311656396
"6727101","672710",565,169,97444.8568060001,88442.2019311092,97513.8311656396
"6727203","672720",738,220,147801.878254313,127483.000512,132175.669754833
"6727201","672720",738,220,147801.878254313,127483.000512,132175.669754833
"6727202","672720",738,220,147801.878254313,127483.000512,132175.669754833
"6727301","672730",99,10,16100.2423148644,100116.51179993,8825.13740909376
"6727501","672750",116,166,169865.22754592,103655.500746872,101276.401959599
"6727701","672770",9,6,9079.4096344962,10542.0784852503,8074.49016604303
"6727801","672780",201,76,97226.574783099,80769.8168689672,68416.0931997715
"6727802","672780",201,76,97226.574783099,80769.8168689672,68416.0931997715
"6727901","672790",318,153,147536.887518279,143206.49846517,131668.84539481
"6727902","672790",318,153,147536.887518279,143206.49846517,131668.84539481
"6728101","672810",4,3,14671.0659455092,746.54657025903,258.444859502488
"6728201","672820",109,36,13038.3614690811,84339.4900042002,33708.1902537558
"6728301","672830",155,90,150942.83099384,112290.828703617,88192.9206958863
"6728401","672840",992,81,82231.3402353988,68807.8943194649,68158.6020547619
"6728402","672840",992,81,82231.3402353988,68807.8943194649,68158.6020547619
"6728403","672840",992,81,82231.3402353988,68807.8943194649,68158.6020547619
"6728502","672850",654,168,158328.583615793,122386.304397705,118007.746892748
"6728503","672850",654,168,158328.583615793,122386.304397705,118007.746892748
"6728501","672850",654,168,158328.583615793,122386.304397705,118007.746892748
"6728701","672870",538,77,145568.285880661,38937.8109425349,33022.0131821351
"6728703","672870",538,77,145568.285880661,38937.8109425349,33022.0131821351
"6728702","672870",538,77,145568.285880661,38937.8109425349,33022.0131821351
"6728704","672870",538,77,145568.285880661,38937.8109425349,33022.0131821351
"6728801","672880",19,11,135759.466249278,16452.9366420147,16856.7726492942
"6728902","672890",783,289,121796.445841031,120728.674016587,115305.19317773
"6728903","672890",783,289,121796.445841031,120728.674016587,115305.19317773
"6728901","672890",783,289,121796.445841031,120728.674016587,115305.19317773
"6729001","672900",38,6,15842.8893405075,48522.862117971,18059.2226508288
"6729101","672910",51,12,48832.0719567174,18346.952401379,17266.0657406409
"6729202","672920",936,268,177033.965674061,159255.108347753,163232.445056696
"6729203","672920",936,268,177033.965674061,159255.108347753,163232.445056696
"6729201","672920",936,268,177033.965674061,159255.108347753,163232.445056696
"6729302","672930",458,127,77833.0750570451,68129.1002937359,68361.2647266182
"6729301","672930",458,127,77833.0750570451,68129.1002937359,68361.2647266182
"6729401","672940",63,67,26010.6493472308,15047.8607341102,28009.6857888456
"6729501","672950",18,6,7596.44125152333,1214.57447206788,3982.4885651927
"6729902","672990",963,74,34113.094219923,47662.0482068497,109738.121291062
"6729903","672990",963,74,34113.094219923,47662.0482068497,109738.121291062
"6729901","672990",963,74,34113.094219923,47662.0482068497,109738.121291062
"6730002","673000",252,122,5006.15533497743,85126.304469215,83307.7377041329
"6730001","673000",252,122,5006.15533497743,85126.304469215,83307.7377041329
"6730101","673010",25,16,238865.211610481,14613.1875924382,11913.014087241
"6730202","673020",0,12,113341.795937612,32091.9218876492,542.060866977321
"6730201","673020",0,12,113341.795937612,32091.9218876492,542.060866977321
"6730403","673040",396,20,34502.685127598,35470.4903886344,22525.8108226678
"6730402","673040",396,20,34502.685127598,35470.4903886344,22525.8108226678
"6730401","673040",396,20,34502.685127598,35470.4903886344,22525.8108226678
"6730604","673060",576,43,138438.061509099,32947.3956148902,20415.428195007
"6730605","673060",576,43,138438.061509099,32947.3956148902,20415.428195007
"6730602","673060",576,43,138438.061509099,32947.3956148902,20415.428195007
"6730601","673060",576,43,138438.061509099,32947.3956148902,20415.428195007
"6730603","673060",576,43,138438.061509099,32947.3956148902,20415.428195007
"6730704","673070",1242,17,47944.2243749726,41446.9610002292,23190.1108975962
"6730703","673070",1242,17,47944.2243749726,41446.9610002292,23190.1108975962
"6730702","673070",1242,17,47944.2243749726,41446.9610002292,23190.1108975962
"6730706","673070",1242,17,47944.2243749726,41446.9610002292,23190.1108975962
"6730705","673070",1242,17,47944.2243749726,41446.9610002292,23190.1108975962
"6730701","673070",1242,17,47944.2243749726,41446.9610002292,23190.1108975962
"6730801","673080",973,129,207612.62526807,87680.003535676,184698.045392814
"6730803","673080",973,129,207612.62526807,87680.003535676,184698.045392814
"6730804","673080",973,129,207612.62526807,87680.003535676,184698.045392814
"6730802","673080",973,129,207612.62526807,87680.003535676,184698.045392814
"6730913","673091",1325,28,5903.5204222342,57704.0846936721,46748.6405886242
"6730914","673091",1325,28,5903.5204222342,57704.0846936721,46748.6405886242
"6730911","673091",1325,28,5903.5204222342,57704.0846936721,46748.6405886242
"6730915","673091",1325,28,5903.5204222342,57704.0846936721,46748.6405886242
"6730916","673091",1325,28,5903.5204222342,57704.0846936721,46748.6405886242
"6730912","673091",1325,28,5903.5204222342,57704.0846936721,46748.6405886242
"6730926","673092",944,58,49557.1935402881,85800.4522751034,66985.7798808382
"6730921","673092",944,58,49557.1935402881,85800.4522751034,66985.7798808382
"6730922","673092",944,58,49557.1935402881,85800.4522751034,66985.7798808382
"6730924","673092",944,58,49557.1935402881,85800.4522751034,66985.7798808382
"6730925","673092",944,58,49557.1935402881,85800.4522751034,66985.7798808382
"6730923","673092",944,58,49557.1935402881,85800.4522751034,66985.7798808382
"6731014","673101",2022,38,100549.500624985,57711.3399392544,28541.7146821877
"6731011","673101",2022,38,100549.500624985,57711.3399392544,28541.7146821877
"6731013","673101",2022,38,100549.500624985,57711.3399392544,28541.7146821877
"6731012","673101",2022,38,100549.500624985,57711.3399392544,28541.7146821877
"6731022","673102",1633,30,185129.394999891,78901.5771741987,25592.7073499893
"6731023","673102",1633,30,185129.394999891,78901.5771741987,25592.7073499893
"6731021","673102",1633,30,185129.394999891,78901.5771741987,25592.7073499893
"6731025","673102",1633,30,185129.394999891,78901.5771741987,25592.7073499893
"6731026","673102",1633,30,185129.394999891,78901.5771741987,25592.7073499893
"6731024","673102",1633,30,185129.394999891,78901.5771741987,25592.7073499893
"6731031","673103",1729,10,18952.8546874374,18029.1379486358,10049.6102538833
"6731044","673104",1219,64,293900.125423615,68629.0963306108,51489.6773799774
"6731043","673104",1219,64,293900.125423615,68629.0963306108,51489.6773799774
"6731041","673104",1219,64,293900.125423615,68629.0963306108,51489.6773799774
"6731042","673104",1219,64,293900.125423615,68629.0963306108,51489.6773799774
"6731045","673104",1219,64,293900.125423615,68629.0963306108,51489.6773799774
"6731051","673105",1371,16,95156.1424998972,42770.4892666362,22681.8646127629
"6731052","673105",1371,16,95156.1424998972,42770.4892666362,22681.8646127629
"6731053","673105",1371,16,95156.1424998972,42770.4892666362,22681.8646127629
"6731054","673105",1371,16,95156.1424998972,42770.4892666362,22681.8646127629
"6731055","673105",1371,16,95156.1424998972,42770.4892666362,22681.8646127629
"6731111","673111",1781,169,268344.667187622,159655.619072843,115980.625850402
"6731114","673111",1781,169,268344.667187622,159655.619072843,115980.625850402
"6731116","673111",1781,169,268344.667187622,159655.619072843,115980.625850402
"6731112","673111",1781,169,268344.667187622,159655.619072843,115980.625850402
"6731115","673111",1781,169,268344.667187622,159655.619072843,115980.625850402
"6731113","673111",1781,169,268344.667187622,159655.619072843,115980.625850402
"6731121","673112",1910,18,67758.135312506,44031.9114691229,12387.4166775062
"6731202","673120",1352,14,34869.6778125271,27234.7127392747,13881.1413310372
"6731203","673120",1352,14,34869.6778125271,27234.7127392747,13881.1413310372
"6731201","673120",1352,14,34869.6778125271,27234.7127392747,13881.1413310372
