"OBWOD","REJ","POP_REJ","N_ADRESY_R","CLC_area_R","UA_area_R","BDOT_area_R"
"6797305","679730",964,177,337061.145359578,388032.926444402,270114.17055004
"6797303","679730",964,177,337061.145359578,388032.926444402,270114.17055004
"6797402","679740",999,215,789186.338514355,489833.08780485,325313.55403936
"6797405","679740",999,215,789186.338514355,489833.08780485,325313.55403936
"6797401","679740",999,215,789186.338514355,489833.08780485,325313.55403936
"6797403","679740",999,215,789186.338514355,489833.08780485,325313.55403936
"6797404","679740",999,215,789186.338514355,489833.08780485,325313.55403936
"6797504","679750",793,245,642312.434302965,363018.052480488,402790.947032034
"6797505","679750",793,245,642312.434302965,363018.052480488,402790.947032034
"6797503","679750",793,245,642312.434302965,363018.052480488,402790.947032034
"6797501","679750",793,245,642312.434302965,363018.052480488,402790.947032034
"6797502","679750",793,245,642312.434302965,363018.052480488,402790.947032034
"6797604","679760",638,180,447611.415550612,302792.582116367,329552.86964909
"6797602","679760",638,180,447611.415550612,302792.582116367,329552.86964909
"6797601","679760",638,180,447611.415550612,302792.582116367,329552.86964909
"6797603","679760",638,180,447611.415550612,302792.582116367,329552.86964909
"6797701","679770",791,218,561721.198156095,373481.917906363,335585.993427082
"6797703","679770",791,218,561721.198156095,373481.917906363,335585.993427082
"6797702","679770",791,218,561721.198156095,373481.917906363,335585.993427082
"6797802","679780",650,38,375126.249720053,142723.971571115,91959.9847377979
"6797801","679780",650,38,375126.249720053,142723.971571115,91959.9847377979
"6797903","679790",669,129,270980.21488135,483962.070074265,345854.249550006
"6797902","679790",669,129,270980.21488135,483962.070074265,345854.249550006
"6797904","679790",669,129,270980.21488135,483962.070074265,345854.249550006
"6797901","679790",669,129,270980.21488135,483962.070074265,345854.249550006
"6798401","679840",872,440,587847.432717921,532914.551644292,395708.939789824
"6798402","679840",872,440,587847.432717921,532914.551644292,395708.939789824
"6798404","679840",872,440,587847.432717921,532914.551644292,395708.939789824
"6798403","679840",872,440,587847.432717921,532914.551644292,395708.939789824
"6798502","679850",1487,461,1085087.2535652,641752.987562624,484719.868323213
"6798503","679850",1487,461,1085087.2535652,641752.987562624,484719.868323213
"6798506","679850",1487,461,1085087.2535652,641752.987562624,484719.868323213
"6798508","679850",1487,461,1085087.2535652,641752.987562624,484719.868323213
"6798505","679850",1487,461,1085087.2535652,641752.987562624,484719.868323213
"6798507","679850",1487,461,1085087.2535652,641752.987562624,484719.868323213
"6798501","679850",1487,461,1085087.2535652,641752.987562624,484719.868323213
"6798504","679850",1487,461,1085087.2535652,641752.987562624,484719.868323213
"6798509","679850",1487,461,1085087.2535652,641752.987562624,484719.868323213
"6798615","679861",1683,254,484495.406033609,278983.207894725,239268.883999765
"6798613","679861",1683,254,484495.406033609,278983.207894725,239268.883999765
"6798612","679861",1683,254,484495.406033609,278983.207894725,239268.883999765
"6798611","679861",1683,254,484495.406033609,278983.207894725,239268.883999765
"6798614","679861",1683,254,484495.406033609,278983.207894725,239268.883999765
"6798616","679861",1683,254,484495.406033609,278983.207894725,239268.883999765
"6798622","679862",673,116,207318.422493538,134847.219985358,133447.70820313
"6798623","679862",673,116,207318.422493538,134847.219985358,133447.70820313
"6798621","679862",673,116,207318.422493538,134847.219985358,133447.70820313
"6798625","679862",673,116,207318.422493538,134847.219985358,133447.70820313
"6798624","679862",673,116,207318.422493538,134847.219985358,133447.70820313
"6798706","679870",1445,844,1115085.48414542,1097310.5438128,1038405.32998201
"6798705","679870",1445,844,1115085.48414542,1097310.5438128,1038405.32998201
"6798702","679870",1445,844,1115085.48414542,1097310.5438128,1038405.32998201
"6798704","679870",1445,844,1115085.48414542,1097310.5438128,1038405.32998201
"6798701","679870",1445,844,1115085.48414542,1097310.5438128,1038405.32998201
"6798703","679870",1445,844,1115085.48414542,1097310.5438128,1038405.32998201
"6798801","679880",1935,192,433107.152375595,302156.423364727,195051.525396789
"6798805","679880",1935,192,433107.152375595,302156.423364727,195051.525396789
"6798804","679880",1935,192,433107.152375595,302156.423364727,195051.525396789
"6798806","679880",1935,192,433107.152375595,302156.423364727,195051.525396789
"6798803","679880",1935,192,433107.152375595,302156.423364727,195051.525396789
"6798802","679880",1935,192,433107.152375595,302156.423364727,195051.525396789
"6798901","679890",603,414,559018.907950405,586947.386853481,515194.94148173
"6798902","679890",603,414,559018.907950405,586947.386853481,515194.94148173
"6798904","679890",603,414,559018.907950405,586947.386853481,515194.94148173
"6798903","679890",603,414,559018.907950405,586947.386853481,515194.94148173
"6799012","679901",1255,337,598161.479079979,449398.283679547,280946.539025037
"6799014","679901",1255,337,598161.479079979,449398.283679547,280946.539025037
"6799011","679901",1255,337,598161.479079979,449398.283679547,280946.539025037
"6799013","679901",1255,337,598161.479079979,449398.283679547,280946.539025037
"6799023","679902",1211,394,646398.799350854,440302.529456036,324243.295496069
"6799021","679902",1211,394,646398.799350854,440302.529456036,324243.295496069
"6799022","679902",1211,394,646398.799350854,440302.529456036,324243.295496069
"6799024","679902",1211,394,646398.799350854,440302.529456036,324243.295496069
"6799033","679903",1462,550,637170.155608257,574862.720488404,427161.468917048
"6799034","679903",1462,550,637170.155608257,574862.720488404,427161.468917048
"6799032","679903",1462,550,637170.155608257,574862.720488404,427161.468917048
"6799035","679903",1462,550,637170.155608257,574862.720488404,427161.468917048
"6799031","679903",1462,550,637170.155608257,574862.720488404,427161.468917048
"6799101","679910",1554,729,1509259.68966081,1004088.6741426,860686.71938176
"6799103","679910",1554,729,1509259.68966081,1004088.6741426,860686.71938176
"6799102","679910",1554,729,1509259.68966081,1004088.6741426,860686.71938176
"6799104","679910",1554,729,1509259.68966081,1004088.6741426,860686.71938176
"6799211","679921",2019,90,233529.209113823,148680.777881132,134192.907190962
"6799215","679921",2019,90,233529.209113823,148680.777881132,134192.907190962
"6799213","679921",2019,90,233529.209113823,148680.777881132,134192.907190962
"6799216","679921",2019,90,233529.209113823,148680.777881132,134192.907190962
"6799214","679921",2019,90,233529.209113823,148680.777881132,134192.907190962
"6799212","679921",2019,90,233529.209113823,148680.777881132,134192.907190962
"6799222","679922",2322,192,231586.328689026,306873.125543495,233859.861224269
"6799226","679922",2322,192,231586.328689026,306873.125543495,233859.861224269
"6799225","679922",2322,192,231586.328689026,306873.125543495,233859.861224269
"6799223","679922",2322,192,231586.328689026,306873.125543495,233859.861224269
"6799227","679922",2322,192,231586.328689026,306873.125543495,233859.861224269
"6799224","679922",2322,192,231586.328689026,306873.125543495,233859.861224269
"6799221","679922",2322,192,231586.328689026,306873.125543495,233859.861224269
"6799234","679923",2548,20,128220.250540188,96284.3808294375,84151.7661580817
"6799238","679923",2548,20,128220.250540188,96284.3808294375,84151.7661580817
"6799233","679923",2548,20,128220.250540188,96284.3808294375,84151.7661580817
"6799231","679923",2548,20,128220.250540188,96284.3808294375,84151.7661580817
"6799237","679923",2548,20,128220.250540188,96284.3808294375,84151.7661580817
"6799236","679923",2548,20,128220.250540188,96284.3808294375,84151.7661580817
"6799235","679923",2548,20,128220.250540188,96284.3808294375,84151.7661580817
"6799232","679923",2548,20,128220.250540188,96284.3808294375,84151.7661580817
"6799247","679924",2312,12,145699.95062468,62236.1826892657,52864.9955467277
"6799245","679924",2312,12,145699.95062468,62236.1826892657,52864.9955467277
"6799243","679924",2312,12,145699.95062468,62236.1826892657,52864.9955467277
"6799242","679924",2312,12,145699.95062468,62236.1826892657,52864.9955467277
"6799241","679924",2312,12,145699.95062468,62236.1826892657,52864.9955467277
"6799246","679924",2312,12,145699.95062468,62236.1826892657,52864.9955467277
"6799244","679924",2312,12,145699.95062468,62236.1826892657,52864.9955467277
"6799254","679925",2284,27,190513.370287994,95155.9593135591,69906.5515243708
"6799253","679925",2284,27,190513.370287994,95155.9593135591,69906.5515243708
"6799256","679925",2284,27,190513.370287994,95155.9593135591,69906.5515243708
"6799251","679925",2284,27,190513.370287994,95155.9593135591,69906.5515243708
"6799252","679925",2284,27,190513.370287994,95155.9593135591,69906.5515243708
"6799255","679925",2284,27,190513.370287994,95155.9593135591,69906.5515243708
"6799261","679926",388,166,233344.920559495,168831.230533907,120588.822073868
"6799262","679926",388,166,233344.920559495,168831.230533907,120588.822073868
"6800201","680020",1096,531,301416.980309226,798250.739972847,678165.506566999
"6800202","680020",1096,531,301416.980309226,798250.739972847,678165.506566999
"6800203","680020",1096,531,301416.980309226,798250.739972847,678165.506566999
"6800205","680020",1096,531,301416.980309226,798250.739972847,678165.506566999
"6800204","680020",1096,531,301416.980309226,798250.739972847,678165.506566999
"6800311","680031",1152,815,785750.242284431,748147.794430641,704954.792984454
"6800313","680031",1152,815,785750.242284431,748147.794430641,704954.792984454
"6800312","680031",1152,815,785750.242284431,748147.794430641,704954.792984454
"6800323","680032",1478,1238,912219.476009927,929798.829538374,999474.780079613
"6800324","680032",1478,1238,912219.476009927,929798.829538374,999474.780079613
"6800322","680032",1478,1238,912219.476009927,929798.829538374,999474.780079613
"6800321","680032",1478,1238,912219.476009927,929798.829538374,999474.780079613
"6800412","680041",2816,2122,1048740.94061594,1051589.89059189,1272692.82633845
"6800413","680041",2816,2122,1048740.94061594,1051589.89059189,1272692.82633845
"6800416","680041",2816,2122,1048740.94061594,1051589.89059189,1272692.82633845
"6800418","680041",2816,2122,1048740.94061594,1051589.89059189,1272692.82633845
"6800415","680041",2816,2122,1048740.94061594,1051589.89059189,1272692.82633845
"6800411","680041",2816,2122,1048740.94061594,1051589.89059189,1272692.82633845
"6800417","680041",2816,2122,1048740.94061594,1051589.89059189,1272692.82633845
"6800414","680041",2816,2122,1048740.94061594,1051589.89059189,1272692.82633845
"6800425","680042",2294,1067,1452834.25958963,815101.323774905,723740.213854569
"6800427","680042",2294,1067,1452834.25958963,815101.323774905,723740.213854569
"6800423","680042",2294,1067,1452834.25958963,815101.323774905,723740.213854569
"6800421","680042",2294,1067,1452834.25958963,815101.323774905,723740.213854569
"6800424","680042",2294,1067,1452834.25958963,815101.323774905,723740.213854569
"6800426","680042",2294,1067,1452834.25958963,815101.323774905,723740.213854569
"6800422","680042",2294,1067,1452834.25958963,815101.323774905,723740.213854569
"6800504","680050",1555,587,569677.473689999,481968.44056424,486834.518401598
"6800503","680050",1555,587,569677.473689999,481968.44056424,486834.518401598
"6800502","680050",1555,587,569677.473689999,481968.44056424,486834.518401598
"6800501","680050",1555,587,569677.473689999,481968.44056424,486834.518401598
"6800604","680060",1372,625,627683.671579007,665313.465216367,568851.602880405
"6800603","680060",1372,625,627683.671579007,665313.465216367,568851.602880405
"6800601","680060",1372,625,627683.671579007,665313.465216367,568851.602880405
"6800602","680060",1372,625,627683.671579007,665313.465216367,568851.602880405
"6800703","680070",954,851,370541.587087773,403346.348744927,654717.682557293
"6800702","680070",954,851,370541.587087773,403346.348744927,654717.682557293
"6800701","680070",954,851,370541.587087773,403346.348744927,654717.682557293
"6800814","680081",1394,1254,752340.951695583,974634.741385971,1043388.8233468
"6800812","680081",1394,1254,752340.951695583,974634.741385971,1043388.8233468
"6800813","680081",1394,1254,752340.951695583,974634.741385971,1043388.8233468
"6800811","680081",1394,1254,752340.951695583,974634.741385971,1043388.8233468
"6800823","680082",1250,430,362380.069941072,278094.690104715,244855.668100816
"6800825","680082",1250,430,362380.069941072,278094.690104715,244855.668100816
"6800822","680082",1250,430,362380.069941072,278094.690104715,244855.668100816
"6800824","680082",1250,430,362380.069941072,278094.690104715,244855.668100816
"6800821","680082",1250,430,362380.069941072,278094.690104715,244855.668100816
"6800833","680083",1132,530,555482.533773952,261717.135831733,376234.472295548
"6800832","680083",1132,530,555482.533773952,261717.135831733,376234.472295548
"6800831","680083",1132,530,555482.533773952,261717.135831733,376234.472295548
"6800834","680083",1132,530,555482.533773952,261717.135831733,376234.472295548
"6800903","680090",2088,961,950608.719325187,1072345.91968594,861920.513041365
"6800902","680090",2088,961,950608.719325187,1072345.91968594,861920.513041365
"6800904","680090",2088,961,950608.719325187,1072345.91968594,861920.513041365
"6800905","680090",2088,961,950608.719325187,1072345.91968594,861920.513041365
"6800906","680090",2088,961,950608.719325187,1072345.91968594,861920.513041365
"6800901","680090",2088,961,950608.719325187,1072345.91968594,861920.513041365
"6805803","680580",2448,995,1243976.47659796,737801.981328948,753466.292238994
"6805806","680580",2448,995,1243976.47659796,737801.981328948,753466.292238994
"6805801","680580",2448,995,1243976.47659796,737801.981328948,753466.292238994
"6805802","680580",2448,995,1243976.47659796,737801.981328948,753466.292238994
"6805807","680580",2448,995,1243976.47659796,737801.981328948,753466.292238994
"6805805","680580",2448,995,1243976.47659796,737801.981328948,753466.292238994
"6805804","680580",2448,995,1243976.47659796,737801.981328948,753466.292238994
"6805903","680590",1024,1222,914587.154146799,823041.122259802,1134241.76696792
"6805902","680590",1024,1222,914587.154146799,823041.122259802,1134241.76696792
"6805901","680590",1024,1222,914587.154146799,823041.122259802,1134241.76696792
"6805904","680590",1024,1222,914587.154146799,823041.122259802,1134241.76696792
"6806001","680600",1336,294,648079.040112839,578253.79169399,513147.13328799
"6806003","680600",1336,294,648079.040112839,578253.79169399,513147.13328799
"6806002","680600",1336,294,648079.040112839,578253.79169399,513147.13328799
"6806004","680600",1336,294,648079.040112839,578253.79169399,513147.13328799
"6806005","680600",1336,294,648079.040112839,578253.79169399,513147.13328799
"6806101","680610",631,275,306862.141615011,319653.771821391,412494.628169639
"6806103","680610",631,275,306862.141615011,319653.771821391,412494.628169639
"6806102","680610",631,275,306862.141615011,319653.771821391,412494.628169639
"6806202","680620",791,203,537112.187152103,636387.003790838,459014.748639636
"6806201","680620",791,203,537112.187152103,636387.003790838,459014.748639636
"6806203","680620",791,203,537112.187152103,636387.003790838,459014.748639636
"6807504","680750",2244,810,655695.085745922,571073.815159933,541804.708414083
"6807502","680750",2244,810,655695.085745922,571073.815159933,541804.708414083
"6807503","680750",2244,810,655695.085745922,571073.815159933,541804.708414083
"6807501","680750",2244,810,655695.085745922,571073.815159933,541804.708414083
"6807506","680750",2244,810,655695.085745922,571073.815159933,541804.708414083
"6807505","680750",2244,810,655695.085745922,571073.815159933,541804.708414083
"6807601","680760",2264,829,642499.354709251,667169.030143454,598914.163666777
"6807605","680760",2264,829,642499.354709251,667169.030143454,598914.163666777
"6807606","680760",2264,829,642499.354709251,667169.030143454,598914.163666777
"6807607","680760",2264,829,642499.354709251,667169.030143454,598914.163666777
"6807602","680760",2264,829,642499.354709251,667169.030143454,598914.163666777
"6807604","680760",2264,829,642499.354709251,667169.030143454,598914.163666777
"6807603","680760",2264,829,642499.354709251,667169.030143454,598914.163666777
"6807715","680771",1880,475,349196.30082643,252366.085054746,236781.350053829
"6807711","680771",1880,475,349196.30082643,252366.085054746,236781.350053829
"6807714","680771",1880,475,349196.30082643,252366.085054746,236781.350053829
"6807712","680771",1880,475,349196.30082643,252366.085054746,236781.350053829
"6807713","680771",1880,475,349196.30082643,252366.085054746,236781.350053829
"6807722","680772",1415,498,445646.270646998,356709.261183512,319788.940726724
"6807721","680772",1415,498,445646.270646998,356709.261183512,319788.940726724
"6807724","680772",1415,498,445646.270646998,356709.261183512,319788.940726724
"6807723","680772",1415,498,445646.270646998,356709.261183512,319788.940726724
"6807812","680781",1453,610,905989.2943714,437468.745595441,476064.975002502
"6807813","680781",1453,610,905989.2943714,437468.745595441,476064.975002502
"6807811","680781",1453,610,905989.2943714,437468.745595441,476064.975002502
"6807814","680781",1453,610,905989.2943714,437468.745595441,476064.975002502
"6807824","680782",2148,1502,772015.010479749,719390.154699562,766938.776209289
"6807821","680782",2148,1502,772015.010479749,719390.154699562,766938.776209289
"6807823","680782",2148,1502,772015.010479749,719390.154699562,766938.776209289
"6807822","680782",2148,1502,772015.010479749,719390.154699562,766938.776209289
"6807825","680782",2148,1502,772015.010479749,719390.154699562,766938.776209289
"6807901","680790",624,224,351935.947585762,288333.198229811,243970.156553837
"6807902","680790",624,224,351935.947585762,288333.198229811,243970.156553837
"6808012","680801",1014,389,319616.508260602,198448.700834353,192385.283557418
"6808011","680801",1014,389,319616.508260602,198448.700834353,192385.283557418
"6808013","680801",1014,389,319616.508260602,198448.700834353,192385.283557418
"6808014","680801",1014,389,319616.508260602,198448.700834353,192385.283557418
"6808024","680802",2163,879,855237.848259351,676814.221282688,584499.340317924
"6808022","680802",2163,879,855237.848259351,676814.221282688,584499.340317924
"6808025","680802",2163,879,855237.848259351,676814.221282688,584499.340317924
"6808026","680802",2163,879,855237.848259351,676814.221282688,584499.340317924
"6808021","680802",2163,879,855237.848259351,676814.221282688,584499.340317924
"6808023","680802",2163,879,855237.848259351,676814.221282688,584499.340317924
"6808114","680811",1485,696,346901.820858192,497708.55045996,480608.548412924
"6808111","680811",1485,696,346901.820858192,497708.55045996,480608.548412924
"6808112","680811",1485,696,346901.820858192,497708.55045996,480608.548412924
"6808113","680811",1485,696,346901.820858192,497708.55045996,480608.548412924
"6808121","680812",1511,881,850324.338673212,519060.623823844,606930.231081062
"6808124","680812",1511,881,850324.338673212,519060.623823844,606930.231081062
"6808126","680812",1511,881,850324.338673212,519060.623823844,606930.231081062
"6808125","680812",1511,881,850324.338673212,519060.623823844,606930.231081062
"6808122","680812",1511,881,850324.338673212,519060.623823844,606930.231081062
"6808123","680812",1511,881,850324.338673212,519060.623823844,606930.231081062
"6808201","680820",986,445,554010.490311542,593149.186797648,573939.743963909
"6808202","680820",986,445,554010.490311542,593149.186797648,573939.743963909
"6808203","680820",986,445,554010.490311542,593149.186797648,573939.743963909
"6808403","680840",648,139,270373.044648581,143176.368171195,199437.562600041
"6808402","680840",648,139,270373.044648581,143176.368171195,199437.562600041
"6808401","680840",648,139,270373.044648581,143176.368171195,199437.562600041
"6808503","680850",1114,499,516095.531875232,687242.045108446,571286.515191126
"6808504","680850",1114,499,516095.531875232,687242.045108446,571286.515191126
"6808501","680850",1114,499,516095.531875232,687242.045108446,571286.515191126
"6808502","680850",1114,499,516095.531875232,687242.045108446,571286.515191126
"6808613","680861",764,469,379706.479450476,361502.201042303,401583.74779379
"6808612","680861",764,469,379706.479450476,361502.201042303,401583.74779379
"6808611","680861",764,469,379706.479450476,361502.201042303,401583.74779379
"6808622","680862",1891,825,1179340.0360871,892694.192244806,758663.931486031
"6808623","680862",1891,825,1179340.0360871,892694.192244806,758663.931486031
"6808625","680862",1891,825,1179340.0360871,892694.192244806,758663.931486031
"6808621","680862",1891,825,1179340.0360871,892694.192244806,758663.931486031
"6808624","680862",1891,825,1179340.0360871,892694.192244806,758663.931486031
"6808802","680880",822,310,684093.887043273,460927.776458918,304830.40278844
"6808801","680880",822,310,684093.887043273,460927.776458918,304830.40278844
"6808903","680890",965,305,19255.4213824505,487677.707637097,401487.154065464
"6808902","680890",965,305,19255.4213824505,487677.707637097,401487.154065464
"6808904","680890",965,305,19255.4213824505,487677.707637097,401487.154065464
"6808905","680890",965,305,19255.4213824505,487677.707637097,401487.154065464
"6808901","680890",965,305,19255.4213824505,487677.707637097,401487.154065464
"6809004","680900",1174,87,405134.100494673,166913.009549813,121072.105226484
"6809001","680900",1174,87,405134.100494673,166913.009549813,121072.105226484
"6809005","680900",1174,87,405134.100494673,166913.009549813,121072.105226484
"6809002","680900",1174,87,405134.100494673,166913.009549813,121072.105226484
"6809003","680900",1174,87,405134.100494673,166913.009549813,121072.105226484
"6809102","680910",2400,1978,1584437.11900655,1512089.96736193,1611338.89810974
"6809101","680910",2400,1978,1584437.11900655,1512089.96736193,1611338.89810974
"6809108","680910",2400,1978,1584437.11900655,1512089.96736193,1611338.89810974
"6809104","680910",2400,1978,1584437.11900655,1512089.96736193,1611338.89810974
"6809106","680910",2400,1978,1584437.11900655,1512089.96736193,1611338.89810974
"6809105","680910",2400,1978,1584437.11900655,1512089.96736193,1611338.89810974
"6809103","680910",2400,1978,1584437.11900655,1512089.96736193,1611338.89810974
"6809107","680910",2400,1978,1584437.11900655,1512089.96736193,1611338.89810974
"6809206","680920",945,321,519494.934727034,614251.910317052,515097.203683899
"6809202","680920",945,321,519494.934727034,614251.910317052,515097.203683899
"6809205","680920",945,321,519494.934727034,614251.910317052,515097.203683899
"6809203","680920",945,321,519494.934727034,614251.910317052,515097.203683899
"6809201","680920",945,321,519494.934727034,614251.910317052,515097.203683899
"6809207","680920",945,321,519494.934727034,614251.910317052,515097.203683899
"6809204","680920",945,321,519494.934727034,614251.910317052,515097.203683899
"6809401","680940",1390,210,410637.845644776,352145.179740547,268202.280319894
"6809406","680940",1390,210,410637.845644776,352145.179740547,268202.280319894
"6809404","680940",1390,210,410637.845644776,352145.179740547,268202.280319894
"6809403","680940",1390,210,410637.845644776,352145.179740547,268202.280319894
"6809405","680940",1390,210,410637.845644776,352145.179740547,268202.280319894
"6809402","680940",1390,210,410637.845644776,352145.179740547,268202.280319894
"6809503","680950",2117,1530,1403058.12165934,1028723.94761977,1152274.20744373
"6809502","680950",2117,1530,1403058.12165934,1028723.94761977,1152274.20744373
"6809505","680950",2117,1530,1403058.12165934,1028723.94761977,1152274.20744373
"6809507","680950",2117,1530,1403058.12165934,1028723.94761977,1152274.20744373
"6809501","680950",2117,1530,1403058.12165934,1028723.94761977,1152274.20744373
"6809506","680950",2117,1530,1403058.12165934,1028723.94761977,1152274.20744373
"6809504","680950",2117,1530,1403058.12165934,1028723.94761977,1152274.20744373
"6809614","680961",1238,1302,1159934.77648396,887246.664927478,1064062.66873765
"6809612","680961",1238,1302,1159934.77648396,887246.664927478,1064062.66873765
"6809613","680961",1238,1302,1159934.77648396,887246.664927478,1064062.66873765
"6809611","680961",1238,1302,1159934.77648396,887246.664927478,1064062.66873765
"6809615","680961",1238,1302,1159934.77648396,887246.664927478,1064062.66873765
"6809623","680962",2091,1700,1995412.64858499,1593357.97172938,1518206.82211507
"6809626","680962",2091,1700,1995412.64858499,1593357.97172938,1518206.82211507
"6809625","680962",2091,1700,1995412.64858499,1593357.97172938,1518206.82211507
"6809627","680962",2091,1700,1995412.64858499,1593357.97172938,1518206.82211507
"6809621","680962",2091,1700,1995412.64858499,1593357.97172938,1518206.82211507
"6809624","680962",2091,1700,1995412.64858499,1593357.97172938,1518206.82211507
"6809622","680962",2091,1700,1995412.64858499,1593357.97172938,1518206.82211507
"6809631","680963",1397,1273,851729.790442003,982992.911522636,984085.44212717
"6809633","680963",1397,1273,851729.790442003,982992.911522636,984085.44212717
"6809632","680963",1397,1273,851729.790442003,982992.911522636,984085.44212717
"6809634","680963",1397,1273,851729.790442003,982992.911522636,984085.44212717
"6809706","680970",1873,1622,945556.804274533,1135806.26964983,1338833.48758473
"6809703","680970",1873,1622,945556.804274533,1135806.26964983,1338833.48758473
"6809701","680970",1873,1622,945556.804274533,1135806.26964983,1338833.48758473
"6809704","680970",1873,1622,945556.804274533,1135806.26964983,1338833.48758473
"6809702","680970",1873,1622,945556.804274533,1135806.26964983,1338833.48758473
"6809705","680970",1873,1622,945556.804274533,1135806.26964983,1338833.48758473
"6809804","680980",1619,413,694775.839959958,510863.485897821,478407.181878739
"6809802","680980",1619,413,694775.839959958,510863.485897821,478407.181878739
"6809805","680980",1619,413,694775.839959958,510863.485897821,478407.181878739
"6809803","680980",1619,413,694775.839959958,510863.485897821,478407.181878739
"6809801","680980",1619,413,694775.839959958,510863.485897821,478407.181878739
"6809903","680990",1120,771,369672.050574567,974512.49291639,1062273.44539709
"6809904","680990",1120,771,369672.050574567,974512.49291639,1062273.44539709
"6809902","680990",1120,771,369672.050574567,974512.49291639,1062273.44539709
"6809901","680990",1120,771,369672.050574567,974512.49291639,1062273.44539709
"6809905","680990",1120,771,369672.050574567,974512.49291639,1062273.44539709
"6810001","681000",1003,1053,336577.313965839,681207.571209798,685141.794653699
"6810002","681000",1003,1053,336577.313965839,681207.571209798,685141.794653699
"6810003","681000",1003,1053,336577.313965839,681207.571209798,685141.794653699
"6810103","681010",773,387,517518.927307126,548538.596994852,396805.278553581
"6810101","681010",773,387,517518.927307126,548538.596994852,396805.278553581
"6810102","681010",773,387,517518.927307126,548538.596994852,396805.278553581
"6810201","681020",615,95,259734.977455422,284296.152433881,191453.216749948
"6810202","681020",615,95,259734.977455422,284296.152433881,191453.216749948
"6813905","681390",1395,589,835276.824965736,1082702.7274455,883255.23983831
"6813901","681390",1395,589,835276.824965736,1082702.7274455,883255.23983831
"6813906","681390",1395,589,835276.824965736,1082702.7274455,883255.23983831
"6813902","681390",1395,589,835276.824965736,1082702.7274455,883255.23983831
"6813903","681390",1395,589,835276.824965736,1082702.7274455,883255.23983831
"6813904","681390",1395,589,835276.824965736,1082702.7274455,883255.23983831
"6814001","681400",1024,269,288884.871365166,988281.749972278,545817.854442549
"6814003","681400",1024,269,288884.871365166,988281.749972278,545817.854442549
"6814005","681400",1024,269,288884.871365166,988281.749972278,545817.854442549
"6814002","681400",1024,269,288884.871365166,988281.749972278,545817.854442549
"6814004","681400",1024,269,288884.871365166,988281.749972278,545817.854442549
"6814102","681410",833,204,567850.549214006,365633.962139212,257631.699808123
"6814101","681410",833,204,567850.549214006,365633.962139212,257631.699808123
"6814204","681420",1499,401,1377992.75688773,1260523.00550972,736676.063918054
"6814206","681420",1499,401,1377992.75688773,1260523.00550972,736676.063918054
"6814203","681420",1499,401,1377992.75688773,1260523.00550972,736676.063918054
"6814201","681420",1499,401,1377992.75688773,1260523.00550972,736676.063918054
"6814202","681420",1499,401,1377992.75688773,1260523.00550972,736676.063918054
"6814205","681420",1499,401,1377992.75688773,1260523.00550972,736676.063918054
"6816203","681620",2769,1625,1511299.68178999,1282900.62957268,1149742.79723652
"6816206","681620",2769,1625,1511299.68178999,1282900.62957268,1149742.79723652
"6816204","681620",2769,1625,1511299.68178999,1282900.62957268,1149742.79723652
"6816205","681620",2769,1625,1511299.68178999,1282900.62957268,1149742.79723652
"6816202","681620",2769,1625,1511299.68178999,1282900.62957268,1149742.79723652
"6816201","681620",2769,1625,1511299.68178999,1282900.62957268,1149742.79723652
"6816207","681620",2769,1625,1511299.68178999,1282900.62957268,1149742.79723652
"6816304","681630",1564,970,428435.792508851,703152.180920281,718601.162790627
"6816301","681630",1564,970,428435.792508851,703152.180920281,718601.162790627
"6816303","681630",1564,970,428435.792508851,703152.180920281,718601.162790627
"6816302","681630",1564,970,428435.792508851,703152.180920281,718601.162790627
"6816401","681640",2541,1102,1346204.31288162,1238194.85013889,981863.719593824
"6816408","681640",2541,1102,1346204.31288162,1238194.85013889,981863.719593824
"6816402","681640",2541,1102,1346204.31288162,1238194.85013889,981863.719593824
"6816405","681640",2541,1102,1346204.31288162,1238194.85013889,981863.719593824
"6816407","681640",2541,1102,1346204.31288162,1238194.85013889,981863.719593824
"6816406","681640",2541,1102,1346204.31288162,1238194.85013889,981863.719593824
"6816404","681640",2541,1102,1346204.31288162,1238194.85013889,981863.719593824
"6816403","681640",2541,1102,1346204.31288162,1238194.85013889,981863.719593824
"6816502","681650",651,508,623406.12634431,469636.231267898,334242.7881824
"6816501","681650",651,508,623406.12634431,469636.231267898,334242.7881824
"6816602","681660",915,518,637536.852277755,513223.153710315,426876.046723249
"6816603","681660",915,518,637536.852277755,513223.153710315,426876.046723249
"6816604","681660",915,518,637536.852277755,513223.153710315,426876.046723249
"6816601","681660",915,518,637536.852277755,513223.153710315,426876.046723249
"6816705","681670",1885,695,1312506.28576967,573093.028648712,597959.594943142
"6816706","681670",1885,695,1312506.28576967,573093.028648712,597959.594943142
"6816703","681670",1885,695,1312506.28576967,573093.028648712,597959.594943142
"6816701","681670",1885,695,1312506.28576967,573093.028648712,597959.594943142
"6816704","681670",1885,695,1312506.28576967,573093.028648712,597959.594943142
"6816702","681670",1885,695,1312506.28576967,573093.028648712,597959.594943142
"6816804","681680",961,818,278090.996913508,646031.377090836,553297.025158148
"6816801","681680",961,818,278090.996913508,646031.377090836,553297.025158148
"6816802","681680",961,818,278090.996913508,646031.377090836,553297.025158148
