"OBWOD","REJ","N_ADRESY","CLC_area","UA_area","BDOT_area","TOTAL_POP","N_ADRESY_R","CLC_area_R","UA_area_R","BDOT_area_R","POP_REJ"
"6720904","672090",2,4327.63625004888,4269.06994069851,1461.07812776227,137,32,49285.6303125741,36611.1496730349,23782.9165472112,1120
"6720905","672090",1,2479.78593750717,1869.02206368543,2479.78593750717,186,32,49285.6303125741,36611.1496730349,23782.9165472112,1120
"6720906","672090",4,2988.28812500462,2403.11993656814,2844.83168526139,169,32,49285.6303125741,36611.1496730349,23782.9165472112,1120
"6720907","672090",9,25293.3262500148,15364.6719168031,6466.32005778677,110,32,49285.6303125741,36611.1496730349,23782.9165472112,1120
"6720908","672090",4,2473.81999993138,2042.05549167423,2266.24728716646,110,32,49285.6303125741,36611.1496730349,23782.9165472112,1120
"6721001","672100",7,15028.2084552404,14866.9391265571,5395.91991158796,97,47,172329.007205761,52261.9944994367,25422.8008757393,579
"6721002","672100",3,6912.16218804044,6791.60145056191,2160.48092624041,166,47,172329.007205761,52261.9944994367,25422.8008757393,579
"6721003","672100",27,57335.9215625077,26333.0632698948,14346.3294685478,174,47,172329.007205761,52261.9944994367,25422.8008757393,579
"6721004","672100",6,6193.45187506638,4130.70209003147,3319.75227071857,142,47,172329.007205761,52261.9944994367,25422.8008757393,579
"6721005","672100",4,86859.2631249065,139.688562391471,200.318298644503,0,47,172329.007205761,52261.9944994367,25422.8008757393,579
"6721101","672110",12,10621.8218750022,9184.91120634391,9875.22091888023,120,37,174316.308437236,39535.6964473564,27712.3386313537,553
"6721102","672110",4,4632.08312505111,4333.49328921898,4275.9037527116,109,37,174316.308437236,39535.6964473564,27712.3386313537,553
"6721103","672110",7,20778.171249968,18674.3597089804,6649.01501553319,173,37,174316.308437236,39535.6964473564,27712.3386313537,553
"6721104","672110",10,7980.73781253397,7080.96940582724,6591.91968898289,139,37,174316.308437236,39535.6964473564,27712.3386313537,553
"6721105","672110",1,9760.12562491745,258.910169134615,320.279255245812,4,37,174316.308437236,39535.6964473564,27712.3386313537,553
"6721106","672110",3,120543.368749763,3.05266785121057,0,8,37,174316.308437236,39535.6964473564,27712.3386313537,553
"6721201","672120",29,17663.0346874818,15318.6313891439,16807.2753127826,129,82,73145.0765626719,57061.8510743601,59158.9005013812,868
"6721202","672120",4,4366.88249995932,3749.77561375685,4214.94452972687,149,82,73145.0765626719,57061.8510743601,59158.9005013812,868
"6721203","672120",4,3864.7106249854,3839.71032288671,3864.7106249854,106,82,73145.0765626719,57061.8510743601,59158.9005013812,868
"6721204","672120",4,4227.8346874835,4162.01953220181,4227.8346874835,88,82,73145.0765626719,57061.8510743601,59158.9005013812,868
"6721205","672120",4,7830.38406256586,6614.00758326799,6951.0733217696,147,82,73145.0765626719,57061.8510743601,59158.9005013812,868
"6721206","672120",7,8287.39968752116,7645.61725169793,7490.31832872215,119,82,73145.0765626719,57061.8510743601,59158.9005013812,868
"6721207","672120",28,16275.1746876501,14304.1557963854,14660.5422284803,125,82,73145.0765626719,57061.8510743601,59158.9005013812,868
"6721208","672120",2,10629.6556250248,1427.93358501955,942.201467430714,5,82,73145.0765626719,57061.8510743601,59158.9005013812,868
"6721301","672130",55,0,33124.7260375628,27551.2389113138,161,160,0,75521.1780213222,131608.366937051,1141
"6721302","672130",34,0,18656.7704738202,28001.5808625892,227,160,0,75521.1780213222,131608.366937051,1141
"6721303","672130",22,0,32.3517956440337,27721.6719523964,173,160,0,75521.1780213222,131608.366937051,1141
"6721304","672130",14,0,3471.7290565127,28710.3951257147,112,160,0,75521.1780213222,131608.366937051,1141
"6721305","672130",23,0,15188.697806308,12369.3807763554,185,160,0,75521.1780213222,131608.366937051,1141
"6721306","672130",12,0,5046.90285147447,7254.099308681,283,160,0,75521.1780213222,131608.366937051,1141
"6721411","672141",17,8053.09939492354,16344.4227447258,10346.596290373,259,78,97191.8515538003,28678.8375317047,72082.9963742273,1418
"6721412","672141",16,36162.2649456146,0,35572.0236296971,571,78,97191.8515538003,28678.8375317047,72082.9963742273,1418
"6721413","672141",21,26972.696048144,8201.49052760191,12360.7009827042,120,78,97191.8515538003,28678.8375317047,72082.9963742273,1418
"6721414","672141",10,19415.6374999661,4132.92425937694,5167.44607658365,148,78,97191.8515538003,28678.8375317047,72082.9963742273,1418
"6721415","672141",7,716.620495018549,0,5635.83524074772,156,78,97191.8515538003,28678.8375317047,72082.9963742273,1418
"6721416","672141",7,5871.53317013354,0,3000.39415412163,164,78,97191.8515538003,28678.8375317047,72082.9963742273,1418
"6721421","672142",14,23272.0490626463,10366.2795596663,3868.1905500041,251,64,80389.9440624788,56742.5470079413,38551.1880466751,1507
"6721422","672142",7,6818.63968753815,4542.50506243209,4149.3614288026,236,64,80389.9440624788,56742.5470079413,38551.1880466751,1507
"6721423","672142",8,4299.28312496375,3627.4091671221,3713.298849491,204,64,80389.9440624788,56742.5470079413,38551.1880466751,1507
"6721424","672142",18,26835.3024997567,21840.5036447188,11846.1766262064,267,64,80389.9440624788,56742.5470079413,38551.1880466751,1507
"6721425","672142",9,13175.1937501304,11835.1074271456,11296.153729356,351,64,80389.9440624788,56742.5470079413,38551.1880466751,1507
"6721426","672142",8,5989.47593744349,4530.74214685647,3678.00686281499,198,64,80389.9440624788,56742.5470079413,38551.1880466751,1507
"6721711","672171",7,30191.5534374993,6654.77422918519,4259.61173934921,292,52,76112.4575000818,49649.5255480454,40732.0290536208,1499
"6721712","672171",18,17084.875625096,15798.0593281682,13850.7631944958,329,52,76112.4575000818,49649.5255480454,40732.0290536208,1499
"6721713","672171",7,6684.45375000732,6684.45375000732,6559.96036434534,179,52,76112.4575000818,49649.5255480454,40732.0290536208,1499
"6721714","672171",10,5596.3643750678,5181.44470479246,4112.27619326422,220,52,76112.4575000818,49649.5255480454,40732.0290536208,1499
"6721715","672171",8,10996.4440623682,10306.0719411679,8729.89433497694,371,52,76112.4575000818,49649.5255480454,40732.0290536208,1499
"6721716","672171",2,5558.76625004313,5024.72159472434,3219.52322718926,108,52,76112.4575000818,49649.5255480454,40732.0290536208,1499
"6721721","672172",5,8242.58437488746,7783.12063617888,5458.35867161013,244,31,56789.8453124174,35973.6926522211,30016.5586860767,837
"6721722","672172",2,6512.9515626058,5877.28345603961,6279.48378738936,191,31,56789.8453124174,35973.6926522211,30016.5586860767,837
"6721723","672172",3,6394.04062511772,5532.68239539489,5777.01636725635,236,31,56789.8453124174,35973.6926522211,30016.5586860767,837
"6721724","672172",21,35640.2687498064,16780.6061646077,12501.6998598209,166,31,56789.8453124174,35973.6926522211,30016.5586860767,837
"6721801","672180",6,7101.42406244671,6209.78174617475,1978.58879998721,129,51,41035.0065625141,35805.8737894879,27456.8974218966,1420
"6721802","672180",4,3403.81968749128,3195.50378145976,2677.07638087892,164,51,41035.0065625141,35805.8737894879,27456.8974218966,1420
"6721803","672180",3,3271.40343753248,2977.48881442938,2950.38778901871,214,51,41035.0065625141,35805.8737894879,27456.8974218966,1420
"6721804","672180",5,4760.13468745723,4566.90750768688,2960.44047845894,145,51,41035.0065625141,35805.8737894879,27456.8974218966,1420
"6721805","672180",7,3916.1743750074,3474.63598474057,2645.84052371627,142,51,41035.0065625141,35805.8737894879,27456.8974218966,1420
"6721806","672180",9,5370.220937456,4994.9681420913,5076.64396191225,210,51,41035.0065625141,35805.8737894879,27456.8974218966,1420
"6721807","672180",9,5032.8384375684,3947.80601061301,3960.57591751614,240,51,41035.0065625141,35805.8737894879,27456.8974218966,1420
"6721808","672180",8,8178.99093755463,6438.78180229224,5207.34357040812,176,51,41035.0065625141,35805.8737894879,27456.8974218966,1420
"6721901","672190",8,9887.59687486757,9374.93078683698,3402.86410280014,202,40,55496.1462499751,42327.2896288534,23138.5637181352,685
"6721902","672190",7,11988.2293750532,10951.5043428845,2438.43614573299,140,40,55496.1462499751,42327.2896288534,23138.5637181352,685
"6721903","672190",9,11410.4753125291,3862.91886307392,3310.53240585142,144,40,55496.1462499751,42327.2896288534,23138.5637181352,685
"6721904","672190",12,19061.3971875524,17884.5099396152,11831.1646066637,86,40,55496.1462499751,42327.2896288534,23138.5637181352,685
"6721905","672190",4,3148.44749997277,253.425696442835,2155.56645708694,113,40,55496.1462499751,42327.2896288534,23138.5637181352,685
"6722001","672200",9,6315.98312493906,4296.8206287967,3866.87691625673,219,43,42381.1574999981,36409.8117350779,15185.4952762236,740
"6722002","672200",9,6873.31749996915,6241.1855429058,3643.3933282253,179,43,42381.1574999981,36409.8117350779,15185.4952762236,740
"6722003","672200",15,12843.8271875903,11219.4404582855,5456.68238173716,286,43,42381.1574999981,36409.8117350779,15185.4952762236,740
"6722004","672200",10,16348.0296874996,14652.36510509,2218.54265000438,56,43,42381.1574999981,36409.8117350779,15185.4952762236,740
"6722101","672210",9,6422.62906248111,4192.32086408201,3805.47337656427,141,50,49718.1812499649,30935.3900151476,27670.1370768266,609
"6722102","672210",14,11211.3559375345,10277.7374367558,9305.16419631726,111,50,49718.1812499649,30935.3900151476,27670.1370768266,609
"6722103","672210",13,9767.24031241238,8180.94719926361,8086.28646984237,126,50,49718.1812499649,30935.3900151476,27670.1370768266,609
"6722104","672210",9,10897.3912500162,5626.50342181791,4566.32881284062,111,50,49718.1812499649,30935.3900151476,27670.1370768266,609
"6722105","672210",2,2821.52218751842,2031.95257438812,1858.10604625242,120,50,49718.1812499649,30935.3900151476,27670.1370768266,609
"6722106","672210",3,8598.04250000231,625.928518840112,48.7781750096983,0,50,49718.1812499649,30935.3900151476,27670.1370768266,609
"6722201","672220",12,7433.04275373276,9525.23172779009,9732.43296552845,283,71,64730.5377997323,61752.0783703756,51242.0760156411,1550
"6722202","672220",10,9600.55668747518,5692.05528762774,5753.34676361177,230,71,64730.5377997323,61752.0783703756,51242.0760156411,1550
"6722203","672220",9,0,2909.20978912991,2094.64723964267,173,71,64730.5377997323,61752.0783703756,51242.0760156411,1550
"6722204","672220",6,13540.6746086217,13534.7037717517,3711.55930003378,99,71,64730.5377997323,61752.0783703756,51242.0760156411,1550
"6722205","672220",6,6689.42499997467,6508.88084668946,6689.42499997467,146,71,64730.5377997323,61752.0783703756,51242.0760156411,1550
"6722206","672220",8,6150.9050000119,5520.24609695317,6040.17554281,174,71,64730.5377997323,61752.0783703756,51242.0760156411,1550
"6722207","672220",13,11966.9037499651,10584.9349895883,11966.9037499651,290,71,64730.5377997323,61752.0783703756,51242.0760156411,1550
"6722208","672220",7,9349.0299999509,7476.81586084515,5253.58545407467,155,71,64730.5377997323,61752.0783703756,51242.0760156411,1550
"6722401","672240",6,4501.47596926987,6807.80892456695,1473.1710621331,183,72,62624.04563692,61203.897047733,52016.5819777434,1826
"6722402","672240",7,5218.8709175,5933.495097131,5310.48848846211,260,72,62624.04563692,61203.897047733,52016.5819777434,1826
"6722403","672240",10,10082.522187544,9412.22491045471,9877.82485458301,233,72,62624.04563692,61203.897047733,52016.5819777434,1826
"6722404","672240",6,4335.36781250173,3755.81312350952,3273.83763317647,133,72,62624.04563692,61203.897047733,52016.5819777434,1826
"6722405","672240",11,7805.29000000167,7290.03560085874,4091.34980494285,272,72,62624.04563692,61203.897047733,52016.5819777434,1826
"6722406","672240",10,6507.74062497541,5871.84908242896,5768.35427790647,296,72,62624.04563692,61203.897047733,52016.5819777434,1826
"6722407","672240",7,9985.21843754267,8956.09128841,9985.21843754267,196,72,62624.04563692,61203.897047733,52016.5819777434,1826
"6722408","672240",15,14187.5596875846,13176.5790203731,12236.3374189967,253,72,62624.04563692,61203.897047733,52016.5819777434,1826
"6722601","672260",7,4311.17666678884,5310.65221364424,3372.59284758219,135,41,39107.9801041803,38349.79062207,35602.7387495992,1385
"6722602","672260",4,6125.1196874124,5843.39845940098,3838.75603822654,168,41,39107.9801041803,38349.79062207,35602.7387495992,1385
"6722603","672260",5,5595.45593755599,5371.92429860774,5315.16205136245,211,41,39107.9801041803,38349.79062207,35602.7387495992,1385
"6722604","672260",3,3871.88156253484,3738.18497056514,3871.88156253984,80,41,39107.9801041803,38349.79062207,35602.7387495992,1385
"6722605","672260",5,4702.4525000006,4476.71017531492,4702.4525000006,212,41,39107.9801041803,38349.79062207,35602.7387495992,1385
"6722606","672260",7,5022.14593749912,4760.24035673542,5022.14593749912,183,41,39107.9801041803,38349.79062207,35602.7387495992,1385
"6722607","672260",6,5636.39124998264,5355.08717378322,5636.39124998264,269,41,39107.9801041803,38349.79062207,35602.7387495992,1385
"6722608","672260",4,3843.35656240582,3493.59297401831,3843.35656240582,127,41,39107.9801041803,38349.79062207,35602.7387495992,1385
"6722701","672270",4,3477.62062502746,2800.73462200142,3059.79172881898,122,37,33414.3818748411,29381.8534963807,31811.1693304916,1460
"6722702","672270",7,6660.56375003792,4966.54663977539,5475.18010189699,271,37,33414.3818748411,29381.8534963807,31811.1693304916,1460
"6722703","672270",3,3319.38593747781,3177.98485346697,3319.38593747781,173,37,33414.3818748411,29381.8534963807,31811.1693304916,1460
"6722704","672270",5,3661.29968741536,3391.9745071847,3661.29968741536,196,37,33414.3818748411,29381.8534963807,31811.1693304916,1460
"6722705","672270",6,5533.90531249344,5322.73905896407,5533.90531249344,289,37,33414.3818748411,29381.8534963807,31811.1693304916,1460
"6722706","672270",7,5466.00156250596,4927.42475872859,5466.00156250596,198,37,33414.3818748411,29381.8534963807,31811.1693304916,1460
"6722707","672270",4,3407.21999990754,3173.58793012588,3407.21999990754,211,37,33414.3818748411,29381.8534963807,31811.1693304916,1460
"6722708","672270",1,1888.38499997556,1620.86112613364,1888.38499997556,0,37,33414.3818748411,29381.8534963807,31811.1693304916,1460
"6722901","672290",3,2432.53218754381,1994.98774560727,1946.13065734354,122,70,85942.6931250042,75924.2556241998,53124.4580948179,1586
"6722902","672290",6,10785.05125002,9698.4129050551,5982.19065834582,249,70,85942.6931250042,75924.2556241998,53124.4580948179,1586
"6722903","672290",9,7176.21750004217,6564.37482854258,7060.86540340027,234,70,85942.6931250042,75924.2556241998,53124.4580948179,1586
"6722904","672290",17,26385.9359374479,21402.2072881869,11607.8026650129,168,70,85942.6931250042,75924.2556241998,53124.4580948179,1586
"6722905","672290",10,8446.56624999829,7759.37198281288,7228.00834776084,242,70,85942.6931250042,75924.2556241998,53124.4580948179,1586
"6722906","672290",5,5358.47749999352,5323.2259512851,4449.18509259308,183,70,85942.6931250042,75924.2556241998,53124.4580948179,1586
"6722907","672290",12,17402.5293749587,16635.4144623494,7797.12165704486,209,70,85942.6931250042,75924.2556241998,53124.4580948179,1586
"6722908","672290",8,7955.3831249997,6546.26046036061,7053.15361331659,179,70,85942.6931250042,75924.2556241998,53124.4580948179,1586
"6723001","672300",5,9005.03749994002,2461.9164586179,2747.66261148814,104,44,47083.4106249288,36821.6062842356,31565.7384530391,1188
"6723002","672300",9,9341.56187495217,8969.3635044382,3977.62537972962,235,44,47083.4106249288,36821.6062842356,31565.7384530391,1188
"6723003","672300",2,2645.52437500469,2633.55018517841,2147.63300506119,115,44,47083.4106249288,36821.6062842356,31565.7384530391,1188
"6723004","672300",5,3744.38750005141,3137.49160297308,2574.86260571238,96,44,47083.4106249288,36821.6062842356,31565.7384530391,1188
"6723005","672300",5,3833.05750002712,3380.7911917414,3138.83326469592,121,44,47083.4106249288,36821.6062842356,31565.7384530391,1188
"6723006","672300",5,5832.23406248726,5551.5477987784,5052.70938450081,164,44,47083.4106249288,36821.6062842356,31565.7384530391,1188
"6723007","672300",7,6015.72781252209,5305.2768763057,5518.0118289104,205,44,47083.4106249288,36821.6062842356,31565.7384530391,1188
"6723008","672300",6,6665.87999994401,5381.66866620257,6408.40037294062,148,44,47083.4106249288,36821.6062842356,31565.7384530391,1188
"6723101","672310",9,10894.0259374846,10590.0313561168,8659.99781525283,222,35,54813.7003126256,36726.4042605741,20886.8481488136,832
"6723102","672310",4,7529.28000000119,6908.93362372927,2914.20627222583,185,35,54813.7003126256,36726.4042605741,20886.8481488136,832
"6723103","672310",8,10777.9053125232,9305.83715438397,2687.86503613892,144,35,54813.7003126256,36726.4042605741,20886.8481488136,832
"6723104","672310",6,18736.5128125418,3905.7837979765,3316.47549163678,75,35,54813.7003126256,36726.4042605741,20886.8481488136,832
"6723105","672310",8,6875.9762500748,6015.81832836755,3308.3035335592,206,35,54813.7003126256,36726.4042605741,20886.8481488136,832
"6723201","672320",6,8969.09906248376,3730.38752559197,4478.03011302417,257,40,62786.0478125349,37384.2699755521,30567.8561855861,1143
"6723202","672320",3,6806.79500006209,5862.33886644943,5571.12533824734,217,40,62786.0478125349,37384.2699755521,30567.8561855861,1143
"6723203","672320",6,6005.33187502995,5230.83052938059,5789.11384628659,145,40,62786.0478125349,37384.2699755521,30567.8561855861,1143
"6723204","672320",5,3042.48531247973,2232.19667550603,2958.33218498516,102,40,62786.0478125349,37384.2699755521,30567.8561855861,1143
"6723205","672320",12,32559.0462499736,16123.1201240662,6833.33596843795,256,40,62786.0478125349,37384.2699755521,30567.8561855861,1143
"6723206","672320",8,5403.29031250579,4205.39625455785,4937.91873460486,166,40,62786.0478125349,37384.2699755521,30567.8561855861,1143
"6723301","672330",5,5557.81343755126,4761.26491609402,4057.10085362285,295,65,74481.3875000495,59749.7657756759,61110.992688992,1744
"6723302","672330",26,31741.2643748735,20832.4124116425,22089.69758379,383,65,74481.3875000495,59749.7657756759,61110.992688992,1744
"6723303","672330",4,3785.10093748942,3530.69244612008,3785.10093748942,121,65,74481.3875000495,59749.7657756759,61110.992688992,1744
"6723304","672330",4,4621.57062509656,4304.74564995943,4621.57062509656,204,65,74481.3875000495,59749.7657756759,61110.992688992,1744
"6723305","672330",5,4572.77187500242,3878.11004556296,4572.77187500242,217,65,74481.3875000495,59749.7657756759,61110.992688992,1744
"6723306","672330",7,5935.10312507208,5471.00536331139,5304.58267034593,252,65,74481.3875000495,59749.7657756759,61110.992688992,1744
"6723307","672330",7,4509.90749997739,4134.16742459219,4493.6322494001,121,65,74481.3875000495,59749.7657756759,61110.992688992,1744
"6723308","672330",7,13757.8556249868,12837.3675183933,12186.5358942448,151,65,74481.3875000495,59749.7657756759,61110.992688992,1744
"6723501","672350",7,4906.29937498458,4171.09183685493,4899.52108238984,238,35,66199.3918751024,52493.6265343909,26392.1102341111,1125
"6723502","672350",9,7997.91718754731,6147.82731587055,5719.22852949519,298,35,66199.3918751024,52493.6265343909,26392.1102341111,1125
"6723503","672350",5,5876.0053124968,5276.4794101906,5041.18909851485,227,35,66199.3918751024,52493.6265343909,26392.1102341111,1125
"6723504","672350",4,4331.0381249981,3598.77230979258,3435.62461763424,185,35,66199.3918751024,52493.6265343909,26392.1102341111,1125
"6723505","672350",10,43088.1318750756,33299.4556616822,7296.54690607695,177,35,66199.3918751024,52493.6265343909,26392.1102341111,1125
"6723701","672370",5,6091.23249999993,5385.13647041633,3333.51726101828,131,49,75940.9684372729,44331.7131434157,31723.9134050774,1035
"6723702","672370",5,3030.72874999943,2760.65347951651,2565.86967553198,116,49,75940.9684372729,44331.7131434157,31723.9134050774,1035
"6723703","672370",3,2297.90625001024,2192.07354328409,2297.90625001024,127,49,75940.9684372729,44331.7131434157,31723.9134050774,1035
"6723704","672370",8,8666.11999999732,6931.53335182339,7962.05279670935,213,49,75940.9684372729,44331.7131434157,31723.9134050774,1035
"6723705","672370",11,14556.0268748505,13036.1243713546,6856.05357496586,121,49,75940.9684372729,44331.7131434157,31723.9134050774,1035
"6723706","672370",5,7029.41625001654,6760.92459094094,3610.21017507452,130,49,75940.9684372729,44331.7131434157,31723.9134050774,1035
"6723707","672370",6,6150.87624999159,4503.96274063177,5098.30367176714,197,49,75940.9684372729,44331.7131434157,31723.9134050774,1035
"6723708","672370",6,28118.6615624074,2761.30459544808,0,0,49,75940.9684372729,44331.7131434157,31723.9134050774,1035
"6723901","672390",3,4472.60687490366,4269.20576335676,4457.49510051648,255,49,74234.5068749325,43467.361134419,31232.5440340046,1569
"6723902","672390",5,4933.71125011519,4585.41306862421,4919.62961905081,196,49,74234.5068749325,43467.361134419,31232.5440340046,1569
"6723903","672390",16,13400.817187502,12920.2503752689,10018.9060531841,302,49,74234.5068749325,43467.361134419,31232.5440340046,1569
"6723904","672390",7,13019.4287500354,8591.69847964589,3896.07400713151,204,49,74234.5068749325,43467.361134419,31232.5440340046,1569
"6723905","672390",7,10068.8918750242,9200.49198996136,4098.09133867601,245,49,74234.5068749325,43467.361134419,31232.5440340046,1569
"6723906","672390",4,2678.23874999955,1991.64242072497,1441.26330403332,199,49,74234.5068749325,43467.361134419,31232.5440340046,1569
"6723907","672390",2,2906.91031249799,150.038947862573,2197.1429819999,128,49,74234.5068749325,43467.361134419,31232.5440340046,1569
"6723908","672390",3,3623.50187496119,113.212236621184,11.3648861417332,40,49,74234.5068749325,43467.361134419,31232.5440340046,1569
"6723909","672390",2,19130.3999998933,1645.40785235312,192.576743270736,0,49,74234.5068749325,43467.361134419,31232.5440340046,1569
"6724001","672400",33,96133.7393750069,8598.37541752289,20719.6427269358,93,59,132021.834375118,41757.1527201618,34678.2414319853,656
"6724002","672400",3,4623.49312500813,4286.20660923515,4467.03267968548,123,59,132021.834375118,41757.1527201618,34678.2414319853,656
"6724003","672400",8,15140.8790625408,13878.578654781,2679.94249696867,188,59,132021.834375118,41757.1527201618,34678.2414319853,656
"6724004","672400",7,9795.16875000019,9175.29642714374,4346.24840000109,141,59,132021.834375118,41757.1527201618,34678.2414319853,656
"6724005","672400",8,6328.554062562,5818.69561147899,2465.37512839423,111,59,132021.834375118,41757.1527201618,34678.2414319853,656
"6724101","672410",8,10618.1653125326,9924.08204738132,4157.94647369348,238,17,39713.2853125513,33320.4088098666,9368.13324999862,535
"6724102","672410",5,23388.4559375476,18436.0899306992,2780.7156702127,149,17,39713.2853125513,33320.4088098666,9368.13324999862,535
"6724103","672410",3,3574.31187497731,3177.88142387522,2429.47110609245,148,17,39713.2853125513,33320.4088098666,9368.13324999862,535
"6724104","672410",1,2132.35218749382,1782.35540791089,0,0,17,39713.2853125513,33320.4088098666,9368.13324999862,535
"6724201","672420",17,7.22099132550647,8120.02716615051,3934.29954999988,45,17,7.22099132550647,8120.02716615051,3934.29954999988,45
"6724401","672440",0,63536.7006247928,52848.0545788148,56566.764330492,255,17,168372.774983078,113097.442227988,114932.518973693,564
"6724402","672440",17,104836.074358285,60249.3876491728,58365.7546432009,309,17,168372.774983078,113097.442227988,114932.518973693,564
"6724501","672450",18,182907.825154463,0,13376.1696117946,24,18,182907.825154463,0,13376.1696117946,24
"6724601","672460",4,0,7.55559268343495,2187.32849999995,0,59,40752.2332036421,52130.2923386249,48445.2185448813,125
"6724602","672460",55,40752.2332036421,52122.7367459414,46257.8900448814,125,59,40752.2332036421,52130.2923386249,48445.2185448813,125
"6724701","672470",22,74534.4955254998,12152.3469137201,58742.9401270516,163,22,74534.4955254998,12152.3469137201,58742.9401270516,163
"6724801","672480",41,27560.8588585844,22128.7218846076,11017.4615000016,55,81,88977.1432334865,69459.8302693737,34620.3962499924,212
"6724802","672480",40,61416.284374902,47331.1083847662,23602.9347499908,157,81,88977.1432334865,69459.8302693737,34620.3962499924,212
"6724901","672490",24,95743.3859122635,13288.3202503579,19099.8212735343,189,55,168563.541341542,13288.3202503579,36841.9882779649,381
"6724902","672490",20,16195.5609103683,0,14636.9544544277,133,55,168563.541341542,13288.3202503579,36841.9882779649,381
"6724903","672490",11,56624.5945189097,0,3105.21255000285,59,55,168563.541341542,13288.3202503579,36841.9882779649,381
"6725101","672510",21,48486.5450337902,20348.4331396859,14027.4144853837,111,21,48486.5450337902,20348.4331396859,14027.4144853837,111
"6725201","672520",28,40633.3374999817,32120.7641853228,18279.9989672744,129,112,128688.943249864,86353.5075634386,67283.930537684,1091
"6725202","672520",11,10102.8009375427,9397.44579279376,7308.46142674375,174,112,128688.943249864,86353.5075634386,67283.930537684,1091
"6725203","672520",11,17250.9415623993,9315.79321608879,6429.9969993641,42,112,128688.943249864,86353.5075634386,67283.930537684,1091
"6725204","672520",8,9175.48281243816,8459.77779995743,7092.65061956015,172,112,128688.943249864,86353.5075634386,67283.930537684,1091
"6725205","672520",15,10010.277937317,10100.5214234663,8094.44434473559,154,112,128688.943249864,86353.5075634386,67283.930537684,1091
"6725206","672520",6,7997.1940625105,7210.27017890406,7691.4001429939,150,112,128688.943249864,86353.5075634386,67283.930537684,1091
"6725207","672520",26,22604.6428126786,0,8554.86467443347,198,112,128688.943249864,86353.5075634386,67283.930537684,1091
"6725208","672520",7,10914.2656249963,9748.93496690551,3832.11336257862,72,112,128688.943249864,86353.5075634386,67283.930537684,1091
"6725301","672530",10,11196.834624053,6125.8316305168,8706.90593543828,461,67,156662.878798072,102550.573358702,56246.261337936,1367
"6725302","672530",7,24301.183267653,10349.358131703,3786.16018887893,318,67,156662.878798072,102550.573358702,56246.261337936,1367
"6725303","672530",9,4285.59805539376,30908.7111313962,15480.4739865058,72,67,156662.878798072,102550.573358702,56246.261337936,1367
"6725304","672530",13,22271.3539652419,22575.0057055438,10841.1789000062,225,67,156662.878798072,102550.573358702,56246.261337936,1367
"6725305","672530",18,82834.7370107011,21927.4128655936,8953.73860157729,105,67,156662.878798072,102550.573358702,56246.261337936,1367
"6725306","672530",10,11773.1718750293,10664.2538939482,8477.80372552946,186,67,156662.878798072,102550.573358702,56246.261337936,1367
"6725401","672540",20,81891.9357125936,18157.7231081051,27191.3777093053,8,32,158815.824462639,34826.3239227861,37402.7220080387,713
"6725402","672540",2,4737.30843744054,3583.49815615141,3144.01798300268,192,32,158815.824462639,34826.3239227861,37402.7220080387,713
"6725403","672540",2,7589.96312502073,5032.73259489061,2717.34007589554,168,32,158815.824462639,34826.3239227861,37402.7220080387,713
"6725404","672540",4,4667.49843754107,3481.53919786098,4048.72265541973,342,32,158815.824462639,34826.3239227861,37402.7220080387,713
"6725405","672540",4,59929.1187500427,4570.83086577803,301.263584415428,3,32,158815.824462639,34826.3239227861,37402.7220080387,713
"6725501","672550",36,152407.850312565,1.03161480475319,6712.39057896967,35,36,152407.850312565,1.03161480475319,6712.39057896967,35
"6725601","672560",18,131898.669062342,8707.78792086878,9808.8352962093,114,84,380812.315702704,22284.5206782285,37579.218706339,439
"6725602","672560",11,27310.9246874712,9322.31553397531,9906.25134870794,144,84,380812.315702704,22284.5206782285,37579.218706339,439
"6725603","672560",47,215786.251103491,4254.41722338437,14776.1294867253,181,84,380812.315702704,22284.5206782285,37579.218706339,439
"6725604","672560",8,5816.47084940062,0,3088.00257469644,0,84,380812.315702704,22284.5206782285,37579.218706339,439
"6725701","672570",34,205177.988473888,108731.65678236,2219.10861592239,42,38,233195.118263114,147082.501236874,2856.34243377476,42
"6725702","672570",4,28017.1297892258,38350.8444545139,637.233817852364,0,38,233195.118263114,147082.501236874,2856.34243377476,42
"6725801","672580",10,78425.1006248591,36361.4938486304,6879.34441319475,168,59,157802.374999907,94103.6837635652,31143.2498840717,992
"6725802","672580",7,7133.29906249419,6522.27170681019,5200.9450253555,103,59,157802.374999907,94103.6837635652,31143.2498840717,992
"6725803","672580",5,4652.29906252772,4177.4788426361,3541.62259671965,141,59,157802.374999907,94103.6837635652,31143.2498840717,992
"6725804","672580",5,7908.55156239495,7890.78121214116,2621.72320009186,144,59,157802.374999907,94103.6837635652,31143.2498840717,992
"6725805","672580",12,7486.72156244097,5963.11043049825,3897.12095727772,134,59,157802.374999907,94103.6837635652,31143.2498840717,992
"6725806","672580",13,12609.9606249388,8368.09402426931,5678.08284152779,196,59,157802.374999907,94103.6837635652,31143.2498840717,992
"6725807","672580",2,7884.60218762443,5690.48722715523,1537.62429999968,93,59,157802.374999907,94103.6837635652,31143.2498840717,992
"6725808","672580",5,31701.8403126271,19129.9664714246,1786.78654990473,13,59,157802.374999907,94103.6837635652,31143.2498840717,992
